file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,22012019,2147,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x114504f70>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_crab_(290, 204)","(292, 206)",0
"GP010016_fast.mp4_crab_(290, 204)","(294, 207)",1
"GP010016_fast.mp4_crab_(290, 204)","(295, 208)",2
"GP010016_fast.mp4_crab_(290, 204)","(298, 209)",3
"GP010016_fast.mp4_crab_(290, 204)","(298, 212)",4
"GP010016_fast.mp4_crab_(290, 204)","(300, 213)",5
"GP010016_fast.mp4_crab_(290, 204)","(300, 214)",6
"GP010016_fast.mp4_crab_(290, 204)","(300, 213)",7
"GP010016_fast.mp4_crab_(290, 204)","(300, 214)",8
"GP010016_fast.mp4_crab_(290, 204)","(300, 214)",9
"GP010016_fast.mp4_crab_(290, 204)","(300, 214)",10
"GP010016_fast.mp4_crab_(290, 204)","(300, 214)",11
"GP010016_fast.mp4_crab_(290, 204)","(300, 214)",12
"GP010016_fast.mp4_crab_(290, 204)","(300, 213)",13
"GP010016_fast.mp4_crab_(290, 204)","(300, 214)",14
"GP010016_fast.mp4_crab_(290, 204)","(299, 214)",15
"GP010016_fast.mp4_crab_(290, 204)","(300, 214)",16
"GP010016_fast.mp4_crab_(290, 204)","(300, 213)",17
"GP010016_fast.mp4_crab_(290, 204)","(299, 214)",18
"GP010016_fast.mp4_crab_(290, 204)","(299, 214)",19
"GP010016_fast.mp4_crab_(290, 204)","(299, 212)",20
"GP010016_fast.mp4_crab_(290, 204)","(299, 213)",21
"GP010016_fast.mp4_crab_(290, 204)","(301, 211)",22
"GP010016_fast.mp4_crab_(290, 204)","(301, 211)",23
"GP010016_fast.mp4_crab_(290, 204)","(301, 212)",24
"GP010016_fast.mp4_crab_(290, 204)","(297, 213)",25
"GP010016_fast.mp4_crab_(290, 204)","(297, 213)",26
"GP010016_fast.mp4_crab_(290, 204)","(296, 213)",27
"GP010016_fast.mp4_crab_(290, 204)","(299, 211)",28
"GP010016_fast.mp4_crab_(290, 204)","(298, 211)",29
"GP010016_fast.mp4_crab_(290, 204)","(298, 212)",30
"GP010016_fast.mp4_crab_(290, 204)","(297, 212)",31
"GP010016_fast.mp4_crab_(290, 204)","(297, 212)",32
"GP010016_fast.mp4_crab_(290, 204)","(297, 213)",33
"GP010016_fast.mp4_crab_(290, 204)","(297, 212)",34
"GP010016_fast.mp4_crab_(290, 204)","(298, 212)",35
"GP010016_fast.mp4_crab_(290, 204)","(297, 213)",36
"GP010016_fast.mp4_crab_(290, 204)","(297, 212)",37
"GP010016_fast.mp4_crab_(290, 204)","(297, 213)",38
"GP010016_fast.mp4_crab_(290, 204)","(297, 213)",39
"GP010016_fast.mp4_crab_(290, 204)","(298, 213)",40
"GP010016_fast.mp4_crab_(290, 204)","(296, 213)",41
"GP010016_fast.mp4_crab_(290, 204)","(294, 213)",42
"GP010016_fast.mp4_crab_(290, 204)","(295, 214)",43
"GP010016_fast.mp4_crab_(290, 204)","(292, 212)",44
"GP010016_fast.mp4_crab_(290, 204)","(291, 212)",45
"GP010016_fast.mp4_crab_(290, 204)","(290, 212)",46
"GP010016_fast.mp4_crab_(290, 204)","(289, 212)",47
"GP010016_fast.mp4_crab_(290, 204)","(287, 212)",48
"GP010016_fast.mp4_crab_(290, 204)","(285, 214)",49
"GP010016_fast.mp4_crab_(290, 204)","(285, 213)",50
"GP010016_fast.mp4_crab_(290, 204)","(285, 213)",51
"GP010016_fast.mp4_crab_(290, 204)","(285, 212)",52
"GP010016_fast.mp4_crab_(290, 204)","(284, 212)",53
"GP010016_fast.mp4_crab_(290, 204)","(283, 211)",54
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",55
"GP010016_fast.mp4_crab_(290, 204)","(282, 211)",56
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",57
"GP010016_fast.mp4_crab_(290, 204)","(281, 212)",58
"GP010016_fast.mp4_crab_(290, 204)","(280, 212)",59
"GP010016_fast.mp4_crab_(290, 204)","(281, 211)",60
"GP010016_fast.mp4_crab_(290, 204)","(281, 211)",61
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",62
"GP010016_fast.mp4_crab_(290, 204)","(281, 211)",63
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",64
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",65
"GP010016_fast.mp4_crab_(290, 204)","(280, 211)",66
"GP010016_fast.mp4_crab_(290, 204)","(280, 211)",67
"GP010016_fast.mp4_crab_(290, 204)","(280, 210)",68
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",69
"GP010016_fast.mp4_crab_(290, 204)","(281, 212)",70
"GP010016_fast.mp4_crab_(290, 204)","(281, 211)",71
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",72
"GP010016_fast.mp4_crab_(290, 204)","(281, 212)",73
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",74
"GP010016_fast.mp4_crab_(290, 204)","(281, 211)",75
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",76
"GP010016_fast.mp4_crab_(290, 204)","(282, 212)",77
"GP010016_fast.mp4_crab_(290, 204)","(279, 210)",78
"GP010016_fast.mp4_crab_(290, 204)","(282, 212)",79
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",80
"GP010016_fast.mp4_crab_(290, 204)","(281, 211)",81
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",82
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",83
"GP010016_fast.mp4_crab_(290, 204)","(281, 210)",84
"GP010016_fast.mp4_crab_(290, 204)","(280, 212)",85
"GP010016_fast.mp4_crab_(290, 204)","(279, 212)",86
"GP010016_fast.mp4_crab_(290, 204)","(279, 212)",87
"GP010016_fast.mp4_crab_(290, 204)","(278, 212)",88
"GP010016_fast.mp4_crab_(290, 204)","(279, 212)",89
