file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,23112018,1530,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x112885f70>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_crab_(290, 204)","(293, 204)",0
"GP010016_fast.mp4_crab_(290, 204)","(294, 204)",1
"GP010016_fast.mp4_crab_(290, 204)","(296, 205)",2
"GP010016_fast.mp4_crab_(290, 204)","(298, 208)",3
"GP010016_fast.mp4_crab_(290, 204)","(299, 208)",4
"GP010016_fast.mp4_crab_(290, 204)","(300, 211)",5
"GP010016_fast.mp4_crab_(290, 204)","(300, 210)",6
"GP010016_fast.mp4_crab_(290, 204)","(300, 210)",7
"GP010016_fast.mp4_crab_(290, 204)","(300, 209)",8
"GP010016_fast.mp4_crab_(290, 204)","(300, 210)",9
"GP010016_fast.mp4_crab_(290, 204)","(300, 209)",10
"GP010016_fast.mp4_crab_(290, 204)","(300, 209)",11
"GP010016_fast.mp4_crab_(290, 204)","(300, 208)",12
"GP010016_fast.mp4_crab_(290, 204)","(300, 208)",13
"GP010016_fast.mp4_crab_(290, 204)","(300, 208)",14
"GP010016_fast.mp4_crab_(290, 204)","(300, 207)",15
"GP010016_fast.mp4_crab_(290, 204)","(299, 209)",16
"GP010016_fast.mp4_crab_(290, 204)","(299, 208)",17
"GP010016_fast.mp4_crab_(290, 204)","(299, 209)",18
"GP010016_fast.mp4_crab_(290, 204)","(299, 208)",19
"GP010016_fast.mp4_crab_(290, 204)","(298, 208)",20
"GP010016_fast.mp4_crab_(290, 204)","(298, 208)",21
"GP010016_fast.mp4_crab_(290, 204)","(298, 208)",22
"GP010016_fast.mp4_crab_(290, 204)","(298, 208)",23
"GP010016_fast.mp4_crab_(290, 204)","(298, 208)",24
"GP010016_fast.mp4_crab_(290, 204)","(298, 207)",25
"GP010016_fast.mp4_crab_(290, 204)","(297, 208)",26
"GP010016_fast.mp4_crab_(290, 204)","(297, 209)",27
"GP010016_fast.mp4_crab_(290, 204)","(296, 207)",28
"GP010016_fast.mp4_crab_(290, 204)","(296, 208)",29
