file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,23112018,1550,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x115280f70>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_crab_(292, 204)","(295, 206)",0
"GP010016_fast.mp4_crab_(292, 204)","(297, 204)",1
"GP010016_fast.mp4_crab_(292, 204)","(297, 204)",2
"GP010016_fast.mp4_crab_(292, 204)","(300, 208)",3
"GP010016_fast.mp4_crab_(292, 204)","(301, 211)",4
"GP010016_fast.mp4_crab_(292, 204)","(302, 210)",5
"GP010016_fast.mp4_crab_(292, 204)","(302, 210)",6
"GP010016_fast.mp4_crab_(292, 204)","(303, 210)",7
"GP010016_fast.mp4_crab_(292, 204)","(303, 210)",8
"GP010016_fast.mp4_crab_(292, 204)","(304, 211)",9
"GP010016_fast.mp4_crab_(292, 204)","(300, 212)",10
"GP010016_fast.mp4_crab_(292, 204)","(303, 210)",11
"GP010016_fast.mp4_crab_(292, 204)","(302, 210)",12
"GP010016_fast.mp4_crab_(292, 204)","(302, 210)",13
"GP010016_fast.mp4_crab_(292, 204)","(303, 210)",14
"GP010016_fast.mp4_crab_(292, 204)","(302, 209)",15
"GP010016_fast.mp4_crab_(292, 204)","(303, 210)",16
"GP010016_fast.mp4_crab_(292, 204)","(302, 209)",17
"GP010016_fast.mp4_crab_(292, 204)","(302, 210)",18
"GP010016_fast.mp4_crab_(292, 204)","(302, 209)",19
"GP010016_fast.mp4_crab_(292, 204)","(303, 208)",20
"GP010016_fast.mp4_crab_(292, 204)","(303, 208)",21
"GP010016_fast.mp4_crab_(292, 204)","(302, 209)",22
"GP010016_fast.mp4_crab_(292, 204)","(303, 208)",23
"GP010016_fast.mp4_crab_(292, 204)","(302, 209)",24
"GP010016_fast.mp4_crab_(292, 204)","(302, 208)",25
"GP010016_fast.mp4_crab_(292, 204)","(302, 208)",26
"GP010016_fast.mp4_crab_(292, 204)","(301, 207)",27
"GP010016_fast.mp4_crab_(292, 204)","(300, 208)",28
"GP010016_fast.mp4_crab_(292, 204)","(300, 208)",29
"GP010016_fast.mp4_crab_(292, 204)","(300, 208)",30
"GP010016_fast.mp4_crab_(292, 204)","(298, 209)",31
"GP010016_fast.mp4_crab_(292, 204)","(299, 208)",32
"GP010016_fast.mp4_crab_(292, 204)","(298, 210)",33
"GP010016_fast.mp4_crab_(292, 204)","(299, 209)",34
"GP010016_fast.mp4_crab_(292, 204)","(298, 211)",35
"GP010016_fast.mp4_crab_(292, 204)","(298, 211)",36
"GP010016_fast.mp4_crab_(292, 204)","(298, 210)",37
"GP010016_fast.mp4_crab_(292, 204)","(298, 210)",38
"GP010016_fast.mp4_crab_(292, 204)","(298, 211)",39
"GP010016_fast.mp4_crab_(292, 204)","(298, 210)",40
"GP010016_fast.mp4_crab_(292, 204)","(296, 212)",41
"GP010016_fast.mp4_crab_(292, 204)","(296, 210)",42
"GP010016_fast.mp4_crab_(292, 204)","(293, 211)",43
"GP010016_fast.mp4_crab_(292, 204)","(292, 212)",44
