file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,23112018,1557,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x111476f70>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_crab_(291, 204)","(294, 205)",0
"GP010016_fast.mp4_crab_(291, 204)","(294, 206)",1
"GP010016_fast.mp4_crab_(291, 204)","(295, 207)",2
"GP010016_fast.mp4_crab_(291, 204)","(297, 210)",3
"GP010016_fast.mp4_crab_(291, 204)","(298, 211)",4
"GP010016_fast.mp4_crab_(291, 204)","(298, 213)",5
"GP010016_fast.mp4_crab_(291, 204)","(298, 213)",6
"GP010016_fast.mp4_crab_(291, 204)","(301, 213)",7
"GP010016_fast.mp4_crab_(291, 204)","(299, 213)",8
"GP010016_fast.mp4_crab_(291, 204)","(301, 213)",9
"GP010016_fast.mp4_crab_(291, 204)","(301, 213)",10
"GP010016_fast.mp4_crab_(291, 204)","(301, 213)",11
"GP010016_fast.mp4_crab_(291, 204)","(301, 213)",12
"GP010016_fast.mp4_crab_(291, 204)","(299, 213)",13
"GP010016_fast.mp4_crab_(291, 204)","(301, 213)",14
"GP010016_fast.mp4_crab_(291, 204)","(301, 212)",15
"GP010016_fast.mp4_crab_(291, 204)","(299, 213)",16
"GP010016_fast.mp4_crab_(291, 204)","(300, 212)",17
"GP010016_fast.mp4_crab_(291, 204)","(300, 212)",18
"GP010016_fast.mp4_crab_(291, 204)","(300, 212)",19
"GP010016_fast.mp4_crab_(291, 204)","(300, 211)",20
"GP010016_fast.mp4_crab_(291, 204)","(299, 212)",21
"GP010016_fast.mp4_crab_(291, 204)","(300, 211)",22
"GP010016_fast.mp4_crab_(291, 204)","(299, 212)",23
"GP010016_fast.mp4_crab_(291, 204)","(299, 211)",24
"GP010016_fast.mp4_crab_(291, 204)","(298, 212)",25
"GP010016_fast.mp4_crab_(291, 204)","(298, 211)",26
"GP010016_fast.mp4_crab_(291, 204)","(297, 212)",27
"GP010016_fast.mp4_crab_(291, 204)","(299, 212)",28
"GP010016_fast.mp4_crab_(291, 204)","(299, 211)",29
"GP010016_fast.mp4_crab_(291, 204)","(296, 212)",30
"GP010016_fast.mp4_crab_(291, 204)","(297, 212)",31
"GP010016_fast.mp4_crab_(291, 204)","(297, 212)",32
"GP010016_fast.mp4_crab_(291, 204)","(295, 213)",33
"GP010016_fast.mp4_crab_(291, 204)","(298, 212)",34
"GP010016_fast.mp4_crab_(291, 204)","(295, 214)",35
"GP010016_fast.mp4_crab_(291, 204)","(297, 212)",36
