file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance
GP010016_fast.mp4,15112018,1349,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_(292, 205)","(251, 227)",453
"GP010016_fast.mp4_(292, 205)","(251, 227)",454
"GP010016_fast.mp4_(292, 205)","(251, 227)",455
"GP010016_fast.mp4_(292, 205)","(250, 227)",456
"GP010016_fast.mp4_(292, 205)","(250, 227)",457
"GP010016_fast.mp4_(292, 205)","(250, 227)",458
"GP010016_fast.mp4_(292, 205)","(251, 228)",459
"GP010016_fast.mp4_(292, 205)","(251, 228)",460
"GP010016_fast.mp4_(292, 205)","(251, 228)",461
"GP010016_fast.mp4_(292, 205)","(251, 228)",462
"GP010016_fast.mp4_(292, 205)","(251, 228)",463
"GP010016_fast.mp4_(292, 205)","(250, 227)",464
"GP010016_fast.mp4_(292, 205)","(251, 228)",465
"GP010016_fast.mp4_(292, 205)","(251, 228)",466
"GP010016_fast.mp4_(292, 205)","(250, 228)",467
"GP010016_fast.mp4_(292, 205)","(250, 228)",468
"GP010016_fast.mp4_(292, 205)","(250, 228)",469
"GP010016_fast.mp4_(292, 205)","(250, 228)",470
"GP010016_fast.mp4_(292, 205)","(250, 228)",471
"GP010016_fast.mp4_(292, 205)","(250, 228)",472
"GP010016_fast.mp4_(292, 205)","(250, 228)",473
"GP010016_fast.mp4_(292, 205)","(250, 228)",474
"GP010016_fast.mp4_(292, 205)","(250, 228)",475
"GP010016_fast.mp4_(292, 205)","(250, 228)",476
"GP010016_fast.mp4_(292, 205)","(250, 228)",477
"GP010016_fast.mp4_(292, 205)","(250, 228)",478
"GP010016_fast.mp4_(292, 205)","(250, 228)",479
"GP010016_fast.mp4_(292, 205)","(250, 228)",480
"GP010016_fast.mp4_(292, 205)","(250, 228)",481
"GP010016_fast.mp4_(292, 205)","(250, 228)",482
"GP010016_fast.mp4_(292, 205)","(250, 228)",483
"GP010016_fast.mp4_(292, 205)","(250, 228)",484
"GP010016_fast.mp4_(292, 205)","(250, 228)",485
"GP010016_fast.mp4_(292, 205)","(250, 228)",486
"GP010016_fast.mp4_(292, 205)","(250, 228)",487
"GP010016_fast.mp4_(292, 205)","(250, 228)",488
"GP010016_fast.mp4_(292, 205)","(250, 228)",489
"GP010016_fast.mp4_(292, 205)","(250, 228)",490
"GP010016_fast.mp4_(292, 205)","(250, 228)",491
"GP010016_fast.mp4_(292, 205)","(250, 227)",492
"GP010016_fast.mp4_(292, 205)","(250, 227)",493
"GP010016_fast.mp4_(292, 205)","(250, 227)",494
"GP010016_fast.mp4_(292, 205)","(250, 227)",495
"GP010016_fast.mp4_(292, 205)","(250, 227)",496
"GP010016_fast.mp4_(292, 205)","(250, 227)",497
"GP010016_fast.mp4_(292, 205)","(250, 227)",498
"GP010016_fast.mp4_(292, 205)","(250, 227)",499
"GP010016_fast.mp4_(292, 205)","(250, 227)",500
"GP010016_fast.mp4_(292, 205)","(250, 227)",501
"GP010016_fast.mp4_(292, 205)","(250, 227)",502
"GP010016_fast.mp4_(292, 205)","(250, 227)",503
"GP010016_fast.mp4_(292, 205)","(250, 227)",504
"GP010016_fast.mp4_(292, 205)","(250, 227)",505
"GP010016_fast.mp4_(292, 205)","(250, 227)",506
"GP010016_fast.mp4_(292, 205)","(250, 227)",507
"GP010016_fast.mp4_(292, 205)","(250, 227)",508
"GP010016_fast.mp4_(292, 205)","(250, 227)",509
"GP010016_fast.mp4_(292, 205)","(250, 227)",510
"GP010016_fast.mp4_(292, 205)","(250, 227)",511
"GP010016_fast.mp4_(292, 205)","(250, 227)",512
"GP010016_fast.mp4_(292, 205)","(250, 227)",513
"GP010016_fast.mp4_(292, 205)","(250, 227)",514
"GP010016_fast.mp4_(292, 205)","(250, 227)",515
"GP010016_fast.mp4_(292, 205)","(250, 227)",516
"GP010016_fast.mp4_(292, 205)","(250, 227)",517
"GP010016_fast.mp4_(292, 205)","(250, 227)",518
"GP010016_fast.mp4_(292, 205)","(250, 227)",519
"GP010016_fast.mp4_(292, 205)","(250, 227)",520
"GP010016_fast.mp4_(292, 205)","(250, 227)",521
"GP010016_fast.mp4_(292, 205)","(250, 227)",522
"GP010016_fast.mp4_(292, 205)","(250, 227)",523
"GP010016_fast.mp4_(292, 205)","(250, 227)",524
"GP010016_fast.mp4_(292, 205)","(250, 226)",525
"GP010016_fast.mp4_(292, 205)","(250, 226)",526
"GP010016_fast.mp4_(292, 205)","(250, 227)",527
"GP010016_fast.mp4_(292, 205)","(250, 227)",528
"GP010016_fast.mp4_(292, 205)","(250, 227)",529
"GP010016_fast.mp4_(292, 205)","(250, 227)",530
"GP010016_fast.mp4_(292, 205)","(250, 227)",531
"GP010016_fast.mp4_(292, 205)","(250, 227)",532
"GP010016_fast.mp4_(292, 205)","(250, 227)",533
"GP010016_fast.mp4_(292, 205)","(250, 227)",534
"GP010016_fast.mp4_(292, 205)","(250, 227)",535
"GP010016_fast.mp4_(292, 205)","(250, 227)",536
"GP010016_fast.mp4_(292, 205)","(250, 227)",537
"GP010016_fast.mp4_(292, 205)","(250, 227)",538
"GP010016_fast.mp4_(292, 205)","(250, 227)",539
"GP010016_fast.mp4_(292, 205)","(250, 227)",540
"GP010016_fast.mp4_(292, 205)","(251, 227)",541
"GP010016_fast.mp4_(292, 205)","(250, 227)",542
"GP010016_fast.mp4_(292, 205)","(250, 227)",543
"GP010016_fast.mp4_(292, 205)","(250, 227)",544
"GP010016_fast.mp4_(292, 205)","(249, 227)",545
"GP010016_fast.mp4_(292, 205)","(249, 227)",546
"GP010016_fast.mp4_(292, 205)","(248, 227)",547
"GP010016_fast.mp4_(292, 205)","(248, 228)",548
"GP010016_fast.mp4_(292, 205)","(248, 228)",549
"GP010016_fast.mp4_(292, 205)","(248, 228)",550
"GP010016_fast.mp4_(292, 205)","(248, 228)",551
"GP010016_fast.mp4_(292, 205)","(248, 228)",552
"GP010016_fast.mp4_(292, 205)","(248, 228)",553
"GP010016_fast.mp4_(292, 205)","(248, 228)",554
"GP010016_fast.mp4_(292, 205)","(248, 228)",555
"GP010016_fast.mp4_(292, 205)","(248, 228)",556
"GP010016_fast.mp4_(292, 205)","(248, 228)",557
"GP010016_fast.mp4_(292, 205)","(248, 228)",558
"GP010016_fast.mp4_(292, 205)","(248, 228)",559
"GP010016_fast.mp4_(292, 205)","(248, 228)",560
"GP010016_fast.mp4_(292, 205)","(248, 228)",561
"GP010016_fast.mp4_(292, 205)","(248, 228)",562
"GP010016_fast.mp4_(292, 205)","(247, 228)",563
"GP010016_fast.mp4_(292, 205)","(247, 228)",564
"GP010016_fast.mp4_(292, 205)","(247, 228)",565
"GP010016_fast.mp4_(292, 205)","(247, 228)",566
"GP010016_fast.mp4_(292, 205)","(247, 228)",567
"GP010016_fast.mp4_(292, 205)","(247, 228)",568
"GP010016_fast.mp4_(292, 205)","(247, 228)",569
"GP010016_fast.mp4_(292, 205)","(247, 228)",570
"GP010016_fast.mp4_(292, 205)","(247, 228)",571
"GP010016_fast.mp4_(292, 205)","(247, 228)",572
"GP010016_fast.mp4_(292, 205)","(247, 228)",573
"GP010016_fast.mp4_(292, 205)","(247, 228)",574
"GP010016_fast.mp4_(292, 205)","(247, 228)",575
"GP010016_fast.mp4_(292, 205)","(247, 228)",576
"GP010016_fast.mp4_(292, 205)","(247, 228)",577
"GP010016_fast.mp4_(292, 205)","(247, 228)",578
"GP010016_fast.mp4_(292, 205)","(247, 228)",579
"GP010016_fast.mp4_(292, 205)","(247, 228)",580
"GP010016_fast.mp4_(292, 205)","(247, 228)",581
"GP010016_fast.mp4_(292, 205)","(247, 228)",582
"GP010016_fast.mp4_(292, 205)","(248, 229)",583
"GP010016_fast.mp4_(292, 205)","(248, 229)",584
"GP010016_fast.mp4_(292, 205)","(247, 228)",585
"GP010016_fast.mp4_(292, 205)","(247, 228)",586
"GP010016_fast.mp4_(292, 205)","(248, 229)",587
"GP010016_fast.mp4_(292, 205)","(248, 229)",588
"GP010016_fast.mp4_(292, 205)","(248, 229)",589
"GP010016_fast.mp4_(292, 205)","(248, 229)",590
"GP010016_fast.mp4_(292, 205)","(247, 228)",591
"GP010016_fast.mp4_(292, 205)","(248, 229)",592
"GP010016_fast.mp4_(292, 205)","(247, 228)",593
"GP010016_fast.mp4_(292, 205)","(247, 229)",594
"GP010016_fast.mp4_(292, 205)","(247, 229)",595
"GP010016_fast.mp4_(292, 205)","(247, 228)",596
"GP010016_fast.mp4_(292, 205)","(248, 229)",597
"GP010016_fast.mp4_(292, 205)","(247, 228)",598
"GP010016_fast.mp4_(292, 205)","(247, 228)",599
"GP010016_fast.mp4_(292, 205)","(247, 228)",600
"GP010016_fast.mp4_(292, 205)","(247, 229)",601
"GP010016_fast.mp4_(292, 205)","(247, 228)",602
"GP010016_fast.mp4_(292, 205)","(248, 229)",603
"GP010016_fast.mp4_(292, 205)","(248, 229)",604
"GP010016_fast.mp4_(292, 205)","(248, 228)",605
"GP010016_fast.mp4_(292, 205)","(248, 228)",606
"GP010016_fast.mp4_(292, 205)","(248, 228)",607
"GP010016_fast.mp4_(292, 205)","(248, 228)",608
"GP010016_fast.mp4_(292, 205)","(248, 228)",609
"GP010016_fast.mp4_(292, 205)","(248, 228)",610
"GP010016_fast.mp4_(292, 205)","(247, 228)",611
"GP010016_fast.mp4_(292, 205)","(247, 228)",612
"GP010016_fast.mp4_(292, 205)","(247, 228)",613
"GP010016_fast.mp4_(292, 205)","(247, 228)",614
"GP010016_fast.mp4_(292, 205)","(247, 228)",615
"GP010016_fast.mp4_(292, 205)","(247, 228)",616
"GP010016_fast.mp4_(292, 205)","(246, 228)",617
"GP010016_fast.mp4_(292, 205)","(246, 228)",618
"GP010016_fast.mp4_(292, 205)","(247, 228)",619
"GP010016_fast.mp4_(292, 205)","(246, 228)",620
"GP010016_fast.mp4_(292, 205)","(246, 227)",621
"GP010016_fast.mp4_(292, 205)","(246, 227)",622
"GP010016_fast.mp4_(292, 205)","(246, 227)",623
"GP010016_fast.mp4_(292, 205)","(246, 226)",624
"GP010016_fast.mp4_(292, 205)","(246, 226)",625
"GP010016_fast.mp4_(292, 205)","(246, 226)",626
"GP010016_fast.mp4_(292, 205)","(246, 226)",627
"GP010016_fast.mp4_(292, 205)","(246, 226)",628
"GP010016_fast.mp4_(292, 205)","(246, 226)",629
"GP010016_fast.mp4_(292, 205)","(246, 226)",630
"GP010016_fast.mp4_(292, 205)","(246, 226)",631
"GP010016_fast.mp4_(292, 205)","(246, 226)",632
"GP010016_fast.mp4_(292, 205)","(245, 226)",633
"GP010016_fast.mp4_(292, 205)","(245, 226)",634
"GP010016_fast.mp4_(292, 205)","(245, 226)",635
"GP010016_fast.mp4_(292, 205)","(245, 226)",636
"GP010016_fast.mp4_(292, 205)","(245, 226)",637
"GP010016_fast.mp4_(292, 205)","(245, 226)",638
"GP010016_fast.mp4_(292, 205)","(245, 226)",639
"GP010016_fast.mp4_(292, 205)","(245, 227)",640
"GP010016_fast.mp4_(292, 205)","(245, 226)",641
"GP010016_fast.mp4_(292, 205)","(245, 226)",642
"GP010016_fast.mp4_(292, 205)","(245, 227)",643
"GP010016_fast.mp4_(292, 205)","(245, 227)",644
"GP010016_fast.mp4_(292, 205)","(245, 227)",645
"GP010016_fast.mp4_(292, 205)","(245, 227)",646
"GP010016_fast.mp4_(292, 205)","(245, 227)",647
"GP010016_fast.mp4_(292, 205)","(245, 227)",648
"GP010016_fast.mp4_(292, 205)","(245, 227)",649
"GP010016_fast.mp4_(292, 205)","(245, 227)",650
"GP010016_fast.mp4_(292, 205)","(244, 227)",651
"GP010016_fast.mp4_(292, 205)","(244, 227)",652
"GP010016_fast.mp4_(292, 205)","(245, 227)",653
"GP010016_fast.mp4_(292, 205)","(246, 226)",654
"GP010016_fast.mp4_(292, 205)","(246, 226)",655
"GP010016_fast.mp4_(292, 205)","(246, 226)",656
"GP010016_fast.mp4_(292, 205)","(245, 226)",657
"GP010016_fast.mp4_(292, 205)","(245, 226)",658
"GP010016_fast.mp4_(292, 205)","(245, 226)",659
"GP010016_fast.mp4_(292, 205)","(245, 226)",660
"GP010016_fast.mp4_(292, 205)","(246, 226)",661
"GP010016_fast.mp4_(292, 205)","(245, 226)",662
"GP010016_fast.mp4_(292, 205)","(245, 226)",663
"GP010016_fast.mp4_(292, 205)","(245, 226)",664
"GP010016_fast.mp4_(292, 205)","(245, 226)",665
"GP010016_fast.mp4_(292, 205)","(245, 226)",666
"GP010016_fast.mp4_(292, 205)","(245, 226)",667
"GP010016_fast.mp4_(292, 205)","(245, 226)",668
"GP010016_fast.mp4_(292, 205)","(245, 226)",669
"GP010016_fast.mp4_(292, 205)","(245, 226)",670
"GP010016_fast.mp4_(292, 205)","(245, 225)",671
"GP010016_fast.mp4_(292, 205)","(244, 226)",672
"GP010016_fast.mp4_(292, 205)","(244, 226)",673
"GP010016_fast.mp4_(292, 205)","(244, 226)",674
"GP010016_fast.mp4_(292, 205)","(244, 226)",675
"GP010016_fast.mp4_(292, 205)","(244, 226)",676
"GP010016_fast.mp4_(292, 205)","(244, 226)",677
"GP010016_fast.mp4_(292, 205)","(244, 226)",678
"GP010016_fast.mp4_(292, 205)","(244, 226)",679
"GP010016_fast.mp4_(292, 205)","(244, 226)",680
"GP010016_fast.mp4_(292, 205)","(244, 226)",681
"GP010016_fast.mp4_(292, 205)","(244, 226)",682
"GP010016_fast.mp4_(292, 205)","(244, 226)",683
"GP010016_fast.mp4_(292, 205)","(244, 226)",684
"GP010016_fast.mp4_(292, 205)","(244, 226)",685
"GP010016_fast.mp4_(292, 205)","(244, 226)",686
"GP010016_fast.mp4_(292, 205)","(244, 226)",687
"GP010016_fast.mp4_(292, 205)","(244, 226)",688
"GP010016_fast.mp4_(292, 205)","(244, 226)",689
"GP010016_fast.mp4_(292, 205)","(244, 226)",690
"GP010016_fast.mp4_(292, 205)","(244, 226)",691
"GP010016_fast.mp4_(292, 205)","(244, 226)",692
"GP010016_fast.mp4_(292, 205)","(244, 227)",693
"GP010016_fast.mp4_(292, 205)","(244, 227)",694
"GP010016_fast.mp4_(292, 205)","(244, 227)",695
"GP010016_fast.mp4_(292, 205)","(244, 227)",696
"GP010016_fast.mp4_(292, 205)","(244, 227)",697
"GP010016_fast.mp4_(292, 205)","(244, 227)",698
"GP010016_fast.mp4_(292, 205)","(244, 227)",699
"GP010016_fast.mp4_(292, 205)","(244, 227)",700
"GP010016_fast.mp4_(292, 205)","(245, 226)",701
"GP010016_fast.mp4_(292, 205)","(245, 226)",702
"GP010016_fast.mp4_(292, 205)","(245, 226)",703
"GP010016_fast.mp4_(292, 205)","(245, 225)",704
"GP010016_fast.mp4_(292, 205)","(245, 225)",705
"GP010016_fast.mp4_(292, 205)","(245, 225)",706
"GP010016_fast.mp4_(292, 205)","(245, 225)",707
"GP010016_fast.mp4_(292, 205)","(245, 225)",708
"GP010016_fast.mp4_(292, 205)","(244, 225)",709
"GP010016_fast.mp4_(292, 205)","(244, 225)",710
"GP010016_fast.mp4_(292, 205)","(244, 225)",711
"GP010016_fast.mp4_(292, 205)","(244, 225)",712
"GP010016_fast.mp4_(292, 205)","(244, 224)",713
"GP010016_fast.mp4_(292, 205)","(244, 224)",714
"GP010016_fast.mp4_(292, 205)","(244, 224)",715
"GP010016_fast.mp4_(292, 205)","(243, 225)",716
"GP010016_fast.mp4_(292, 205)","(243, 224)",717
"GP010016_fast.mp4_(292, 205)","(243, 224)",718
"GP010016_fast.mp4_(292, 205)","(243, 224)",719
"GP010016_fast.mp4_(292, 205)","(243, 224)",720
"GP010016_fast.mp4_(292, 205)","(243, 224)",721
"GP010016_fast.mp4_(292, 205)","(243, 224)",722
"GP010016_fast.mp4_(292, 205)","(242, 225)",723
"GP010016_fast.mp4_(292, 205)","(243, 224)",724
"GP010016_fast.mp4_(292, 205)","(242, 225)",725
"GP010016_fast.mp4_(292, 205)","(243, 224)",726
"GP010016_fast.mp4_(292, 205)","(242, 224)",727
"GP010016_fast.mp4_(292, 205)","(241, 226)",728
"GP010016_fast.mp4_(292, 205)","(239, 229)",729
"GP010016_fast.mp4_(292, 205)","(239, 229)",730
"GP010016_fast.mp4_(292, 205)","(243, 224)",731
"GP010016_fast.mp4_(292, 205)","(243, 225)",732
"GP010016_fast.mp4_(292, 205)","(244, 225)",733
"GP010016_fast.mp4_(292, 205)","(244, 225)",734
"GP010016_fast.mp4_(292, 205)","(244, 225)",735
"GP010016_fast.mp4_(292, 205)","(246, 224)",736
"GP010016_fast.mp4_(292, 205)","(247, 224)",737
"GP010016_fast.mp4_(292, 205)","(247, 224)",738
"GP010016_fast.mp4_(292, 205)","(247, 223)",739
"GP010016_fast.mp4_(292, 205)","(247, 223)",740
"GP010016_fast.mp4_(292, 205)","(247, 223)",741
"GP010016_fast.mp4_(292, 205)","(247, 223)",742
"GP010016_fast.mp4_(292, 205)","(247, 223)",743
"GP010016_fast.mp4_(292, 205)","(247, 223)",744
"GP010016_fast.mp4_(292, 205)","(248, 222)",745
"GP010016_fast.mp4_(292, 205)","(248, 221)",746
"GP010016_fast.mp4_(292, 205)","(249, 222)",747
"GP010016_fast.mp4_(292, 205)","(250, 221)",748
"GP010016_fast.mp4_(292, 205)","(251, 220)",749
"GP010016_fast.mp4_(292, 205)","(252, 219)",750
"GP010016_fast.mp4_(292, 205)","(253, 219)",751
"GP010016_fast.mp4_(292, 205)","(253, 218)",752
"GP010016_fast.mp4_(292, 205)","(254, 217)",753
"GP010016_fast.mp4_(292, 205)","(254, 217)",754
"GP010016_fast.mp4_(292, 205)","(255, 216)",755
"GP010016_fast.mp4_(292, 205)","(255, 216)",756
"GP010016_fast.mp4_(292, 205)","(255, 215)",757
"GP010016_fast.mp4_(292, 205)","(255, 215)",758
"GP010016_fast.mp4_(292, 205)","(255, 215)",759
"GP010016_fast.mp4_(292, 205)","(255, 215)",760
"GP010016_fast.mp4_(292, 205)","(254, 215)",761
"GP010016_fast.mp4_(292, 205)","(255, 214)",762
"GP010016_fast.mp4_(292, 205)","(255, 213)",763
"GP010016_fast.mp4_(292, 205)","(256, 212)",764
"GP010016_fast.mp4_(292, 205)","(256, 211)",765
"GP010016_fast.mp4_(292, 205)","(257, 210)",766
"GP010016_fast.mp4_(292, 205)","(258, 209)",767
"GP010016_fast.mp4_(292, 205)","(258, 208)",768
"GP010016_fast.mp4_(292, 205)","(259, 207)",769
"GP010016_fast.mp4_(292, 205)","(259, 207)",770
"GP010016_fast.mp4_(292, 205)","(260, 206)",771
"GP010016_fast.mp4_(292, 205)","(260, 205)",772
"GP010016_fast.mp4_(292, 205)","(260, 206)",773
"GP010016_fast.mp4_(292, 205)","(262, 203)",774
"GP010016_fast.mp4_(292, 205)","(264, 202)",775
"GP010016_fast.mp4_(292, 205)","(265, 202)",776
"GP010016_fast.mp4_(292, 205)","(267, 200)",777
"GP010016_fast.mp4_(292, 205)","(268, 200)",778
"GP010016_fast.mp4_(292, 205)","(270, 198)",779
"GP010016_fast.mp4_(292, 205)","(271, 198)",780
"GP010016_fast.mp4_(292, 205)","(272, 198)",781
"GP010016_fast.mp4_(292, 205)","(274, 197)",782
"GP010016_fast.mp4_(292, 205)","(277, 196)",783
"GP010016_fast.mp4_(292, 205)","(278, 196)",784
"GP010016_fast.mp4_(292, 205)","(281, 197)",785
"GP010016_fast.mp4_(292, 205)","(284, 197)",786
"GP010016_fast.mp4_(292, 205)","(287, 198)",787
"GP010016_fast.mp4_(292, 205)","(289, 199)",788
"GP010016_fast.mp4_(292, 205)","(291, 200)",789
"GP010016_fast.mp4_(292, 205)","(292, 200)",790
"GP010016_fast.mp4_(292, 205)","(294, 201)",791
"GP010016_fast.mp4_(292, 205)","(295, 202)",792
"GP010016_fast.mp4_(292, 205)","(298, 204)",793
"GP010016_fast.mp4_(292, 205)","(300, 206)",794
"GP010016_fast.mp4_(292, 205)","(304, 206)",795
"GP010016_fast.mp4_(292, 205)","(306, 208)",796
"GP010016_fast.mp4_(292, 205)","(310, 210)",797
"GP010016_fast.mp4_(292, 205)","(310, 210)",798
"GP010016_fast.mp4_(292, 205)","(312, 212)",799
"GP010016_fast.mp4_(292, 205)","(313, 214)",800
"GP010016_fast.mp4_(292, 205)","(313, 214)",801
"GP010016_fast.mp4_(292, 205)","(314, 214)",802
"GP010016_fast.mp4_(292, 205)","(313, 214)",803
"GP010016_fast.mp4_(292, 205)","(314, 214)",804
"GP010016_fast.mp4_(292, 205)","(313, 214)",805
"GP010016_fast.mp4_(292, 205)","(313, 214)",806
"GP010016_fast.mp4_(292, 205)","(313, 214)",807
"GP010016_fast.mp4_(292, 205)","(314, 214)",808
"GP010016_fast.mp4_(292, 205)","(316, 215)",809
"GP010016_fast.mp4_(292, 205)","(317, 215)",810
"GP010016_fast.mp4_(292, 205)","(320, 216)",811
"GP010016_fast.mp4_(292, 205)","(320, 217)",812
"GP010016_fast.mp4_(292, 205)","(323, 220)",813
"GP010016_fast.mp4_(292, 205)","(324, 220)",814
"GP010016_fast.mp4_(292, 205)","(327, 223)",815
"GP010016_fast.mp4_(292, 205)","(328, 225)",816
"GP010016_fast.mp4_(292, 205)","(330, 226)",817
"GP010016_fast.mp4_(292, 205)","(329, 227)",818
"GP010016_fast.mp4_(292, 205)","(329, 227)",819
"GP010016_fast.mp4_(292, 205)","(329, 227)",820
"GP010016_fast.mp4_(292, 205)","(330, 227)",821
"GP010016_fast.mp4_(292, 205)","(330, 228)",822
"GP010016_fast.mp4_(292, 205)","(330, 228)",823
"GP010016_fast.mp4_(292, 205)","(331, 228)",824
"GP010016_fast.mp4_(292, 205)","(331, 228)",825
"GP010016_fast.mp4_(292, 205)","(332, 228)",826
"GP010016_fast.mp4_(292, 205)","(333, 229)",827
"GP010016_fast.mp4_(292, 205)","(332, 229)",828
"GP010016_fast.mp4_(292, 205)","(334, 230)",829
"GP010016_fast.mp4_(292, 205)","(334, 230)",830
"GP010016_fast.mp4_(292, 205)","(334, 232)",831
"GP010016_fast.mp4_(292, 205)","(335, 234)",832
"GP010016_fast.mp4_(292, 205)","(336, 234)",833
"GP010016_fast.mp4_(292, 205)","(337, 235)",834
"GP010016_fast.mp4_(292, 205)","(339, 236)",835
"GP010016_fast.mp4_(292, 205)","(339, 236)",836
"GP010016_fast.mp4_(292, 205)","(340, 237)",837
"GP010016_fast.mp4_(292, 205)","(340, 237)",838
"GP010016_fast.mp4_(292, 205)","(340, 237)",839
"GP010016_fast.mp4_(292, 205)","(339, 237)",840
"GP010016_fast.mp4_(292, 205)","(340, 237)",841
"GP010016_fast.mp4_(292, 205)","(340, 237)",842
"GP010016_fast.mp4_(292, 205)","(340, 237)",843
"GP010016_fast.mp4_(292, 205)","(340, 237)",844
"GP010016_fast.mp4_(292, 205)","(340, 236)",845
"GP010016_fast.mp4_(292, 205)","(340, 236)",846
"GP010016_fast.mp4_(292, 205)","(341, 237)",847
"GP010016_fast.mp4_(292, 205)","(341, 237)",848
"GP010016_fast.mp4_(292, 205)","(341, 237)",849
"GP010016_fast.mp4_(292, 205)","(341, 238)",850
"GP010016_fast.mp4_(292, 205)","(342, 238)",851
"GP010016_fast.mp4_(292, 205)","(342, 239)",852
"GP010016_fast.mp4_(292, 205)","(343, 240)",853
"GP010016_fast.mp4_(292, 205)","(344, 241)",854
"GP010016_fast.mp4_(292, 205)","(345, 242)",855
"GP010016_fast.mp4_(292, 205)","(346, 243)",856
"GP010016_fast.mp4_(292, 205)","(346, 245)",857
"GP010016_fast.mp4_(292, 205)","(346, 247)",858
"GP010016_fast.mp4_(292, 205)","(347, 248)",859
"GP010016_fast.mp4_(292, 205)","(347, 249)",860
"GP010016_fast.mp4_(292, 205)","(346, 251)",861
"GP010016_fast.mp4_(292, 205)","(347, 252)",862
"GP010016_fast.mp4_(292, 205)","(347, 252)",863
"GP010016_fast.mp4_(292, 205)","(347, 252)",864
"GP010016_fast.mp4_(292, 205)","(347, 253)",865
"GP010016_fast.mp4_(292, 205)","(347, 254)",866
"GP010016_fast.mp4_(292, 205)","(347, 254)",867
"GP010016_fast.mp4_(292, 205)","(348, 254)",868
"GP010016_fast.mp4_(292, 205)","(348, 255)",869
"GP010016_fast.mp4_(292, 205)","(348, 256)",870
"GP010016_fast.mp4_(292, 205)","(349, 257)",871
"GP010016_fast.mp4_(292, 205)","(350, 258)",872
"GP010016_fast.mp4_(292, 205)","(351, 260)",873
"GP010016_fast.mp4_(292, 205)","(351, 262)",874
"GP010016_fast.mp4_(292, 205)","(352, 263)",875
"GP010016_fast.mp4_(292, 205)","(352, 263)",876
"GP010016_fast.mp4_(292, 205)","(353, 264)",877
"GP010016_fast.mp4_(292, 205)","(353, 265)",878
"GP010016_fast.mp4_(292, 205)","(353, 265)",879
"GP010016_fast.mp4_(292, 205)","(353, 265)",880
"GP010016_fast.mp4_(292, 205)","(353, 265)",881
"GP010016_fast.mp4_(292, 205)","(353, 265)",882
"GP010016_fast.mp4_(292, 205)","(353, 265)",883
"GP010016_fast.mp4_(292, 205)","(353, 265)",884
"GP010016_fast.mp4_(292, 205)","(353, 265)",885
"GP010016_fast.mp4_(292, 205)","(353, 265)",886
"GP010016_fast.mp4_(292, 205)","(353, 265)",887
"GP010016_fast.mp4_(292, 205)","(353, 265)",888
"GP010016_fast.mp4_(292, 205)","(353, 265)",889
"GP010016_fast.mp4_(292, 205)","(353, 265)",890
"GP010016_fast.mp4_(292, 205)","(353, 265)",891
"GP010016_fast.mp4_(292, 205)","(353, 265)",892
"GP010016_fast.mp4_(292, 205)","(353, 265)",893
"GP010016_fast.mp4_(292, 205)","(353, 265)",894
"GP010016_fast.mp4_(292, 205)","(352, 265)",895
"GP010016_fast.mp4_(292, 205)","(353, 265)",896
"GP010016_fast.mp4_(292, 205)","(353, 265)",897
"GP010016_fast.mp4_(292, 205)","(353, 265)",898
"GP010016_fast.mp4_(292, 205)","(352, 266)",899
"GP010016_fast.mp4_(292, 205)","(351, 266)",900
"GP010016_fast.mp4_(292, 205)","(351, 266)",901
"GP010016_fast.mp4_(292, 205)","(351, 266)",902
"GP010016_fast.mp4_(292, 205)","(350, 267)",903
"GP010016_fast.mp4_(292, 205)","(350, 267)",904
"GP010016_fast.mp4_(292, 205)","(350, 267)",905
"GP010016_fast.mp4_(292, 205)","(349, 268)",906
"GP010016_fast.mp4_(292, 205)","(348, 269)",907
"GP010016_fast.mp4_(292, 205)","(348, 270)",908
"GP010016_fast.mp4_(292, 205)","(347, 271)",909
"GP010016_fast.mp4_(292, 205)","(346, 272)",910
"GP010016_fast.mp4_(292, 205)","(348, 272)",911
"GP010016_fast.mp4_(292, 205)","(349, 272)",912
"GP010016_fast.mp4_(292, 205)","(349, 272)",913
"GP010016_fast.mp4_(292, 205)","(349, 272)",914
"GP010016_fast.mp4_(292, 205)","(350, 272)",915
"GP010016_fast.mp4_(292, 205)","(351, 273)",916
"GP010016_fast.mp4_(292, 205)","(361, 282)",917
"GP010016_fast.mp4_(292, 205)","(360, 282)",918
"GP010016_fast.mp4_(292, 205)","(360, 286)",919
"GP010016_fast.mp4_(292, 205)","(362, 290)",920
"GP010016_fast.mp4_(292, 205)","(365, 294)",921
"GP010016_fast.mp4_(292, 205)","(368, 298)",922
"GP010016_fast.mp4_(292, 205)","(370, 302)",923
"GP010016_fast.mp4_(292, 205)","(372, 304)",924
"GP010016_fast.mp4_(292, 205)","(374, 304)",925
"GP010016_fast.mp4_(292, 205)","(374, 305)",926
"GP010016_fast.mp4_(292, 205)","(377, 309)",927
"GP010016_fast.mp4_(292, 205)","(377, 313)",928
