file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance
GP010016_fast.mp4,15112018,1349,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_(292, 205)","(378, 318)",929
"GP010016_fast.mp4_(292, 205)","(379, 319)",930
"GP010016_fast.mp4_(292, 205)","(379, 320)",931
"GP010016_fast.mp4_(292, 205)","(380, 321)",932
"GP010016_fast.mp4_(292, 205)","(381, 323)",933
"GP010016_fast.mp4_(292, 205)","(381, 325)",934
"GP010016_fast.mp4_(292, 205)","(383, 326)",935
"GP010016_fast.mp4_(292, 205)","(384, 326)",936
"GP010016_fast.mp4_(292, 205)","(383, 328)",937
"GP010016_fast.mp4_(292, 205)","(384, 328)",938
"GP010016_fast.mp4_(292, 205)","(384, 329)",939
"GP010016_fast.mp4_(292, 205)","(384, 329)",940
"GP010016_fast.mp4_(292, 205)","(384, 329)",941
"GP010016_fast.mp4_(292, 205)","(384, 329)",942
"GP010016_fast.mp4_(292, 205)","(384, 329)",943
"GP010016_fast.mp4_(292, 205)","(384, 329)",944
"GP010016_fast.mp4_(292, 205)","(385, 329)",945
"GP010016_fast.mp4_(292, 205)","(385, 329)",946
"GP010016_fast.mp4_(292, 205)","(384, 329)",947
"GP010016_fast.mp4_(292, 205)","(384, 330)",948
"GP010016_fast.mp4_(292, 205)","(385, 329)",949
"GP010016_fast.mp4_(292, 205)","(385, 329)",950
"GP010016_fast.mp4_(292, 205)","(385, 329)",951
"GP010016_fast.mp4_(292, 205)","(385, 329)",952
"GP010016_fast.mp4_(292, 205)","(385, 329)",953
"GP010016_fast.mp4_(292, 205)","(385, 329)",954
"GP010016_fast.mp4_(292, 205)","(385, 329)",955
"GP010016_fast.mp4_(292, 205)","(384, 329)",956
"GP010016_fast.mp4_(292, 205)","(384, 330)",957
"GP010016_fast.mp4_(292, 205)","(383, 331)",958
"GP010016_fast.mp4_(292, 205)","(384, 331)",959
"GP010016_fast.mp4_(292, 205)","(384, 332)",960
"GP010016_fast.mp4_(292, 205)","(384, 334)",961
"GP010016_fast.mp4_(292, 205)","(385, 334)",962
"GP010016_fast.mp4_(292, 205)","(386, 336)",963
"GP010016_fast.mp4_(292, 205)","(386, 338)",964
"GP010016_fast.mp4_(292, 205)","(387, 342)",965
"GP010016_fast.mp4_(292, 205)","(389, 344)",966
"GP010016_fast.mp4_(292, 205)","(390, 346)",967
"GP010016_fast.mp4_(292, 205)","(391, 347)",968
"GP010016_fast.mp4_(292, 205)","(391, 347)",969
"GP010016_fast.mp4_(292, 205)","(392, 349)",970
"GP010016_fast.mp4_(292, 205)","(392, 351)",971
"GP010016_fast.mp4_(292, 205)","(392, 352)",972
"GP010016_fast.mp4_(292, 205)","(391, 353)",973
"GP010016_fast.mp4_(292, 205)","(392, 354)",974
"GP010016_fast.mp4_(292, 205)","(391, 358)",975
"GP010016_fast.mp4_(292, 205)","(391, 360)",976
"GP010016_fast.mp4_(292, 205)","(390, 364)",977
"GP010016_fast.mp4_(292, 205)","(391, 365)",978
"GP010016_fast.mp4_(292, 205)","(391, 366)",979
"GP010016_fast.mp4_(292, 205)","(391, 366)",980
"GP010016_fast.mp4_(292, 205)","(391, 366)",981
"GP010016_fast.mp4_(292, 205)","(391, 366)",982
"GP010016_fast.mp4_(292, 205)","(390, 367)",983
"GP010016_fast.mp4_(292, 205)","(390, 368)",984
"GP010016_fast.mp4_(292, 205)","(390, 368)",985
"GP010016_fast.mp4_(292, 205)","(388, 369)",986
"GP010016_fast.mp4_(292, 205)","(387, 371)",987
"GP010016_fast.mp4_(292, 205)","(388, 374)",988
"GP010016_fast.mp4_(292, 205)","(388, 375)",989
"GP010016_fast.mp4_(292, 205)","(387, 375)",990
"GP010016_fast.mp4_(292, 205)","(386, 375)",991
"GP010016_fast.mp4_(292, 205)","(383, 366)",992
"GP010016_fast.mp4_(292, 205)","(384, 367)",993
"GP010016_fast.mp4_(292, 205)","(383, 368)",994
"GP010016_fast.mp4_(292, 205)","(383, 369)",995
"GP010016_fast.mp4_(292, 205)","(384, 370)",996
"GP010016_fast.mp4_(292, 205)","(384, 370)",997
"GP010016_fast.mp4_(292, 205)","(384, 370)",998
"GP010016_fast.mp4_(292, 205)","(384, 370)",999
"GP010016_fast.mp4_(292, 205)","(384, 370)",1000
"GP010016_fast.mp4_(292, 205)","(384, 370)",1001
"GP010016_fast.mp4_(292, 205)","(384, 370)",1002
"GP010016_fast.mp4_(292, 205)","(384, 370)",1003
"GP010016_fast.mp4_(292, 205)","(383, 370)",1004
"GP010016_fast.mp4_(292, 205)","(384, 370)",1005
"GP010016_fast.mp4_(292, 205)","(384, 370)",1006
"GP010016_fast.mp4_(292, 205)","(384, 371)",1007
"GP010016_fast.mp4_(292, 205)","(384, 371)",1008
"GP010016_fast.mp4_(292, 205)","(384, 372)",1009
"GP010016_fast.mp4_(292, 205)","(384, 372)",1010
"GP010016_fast.mp4_(292, 205)","(385, 372)",1011
"GP010016_fast.mp4_(292, 205)","(385, 372)",1012
"GP010016_fast.mp4_(292, 205)","(384, 372)",1013
"GP010016_fast.mp4_(292, 205)","(384, 372)",1014
"GP010016_fast.mp4_(292, 205)","(384, 372)",1015
"GP010016_fast.mp4_(292, 205)","(384, 372)",1016
"GP010016_fast.mp4_(292, 205)","(384, 372)",1017
"GP010016_fast.mp4_(292, 205)","(384, 372)",1018
"GP010016_fast.mp4_(292, 205)","(384, 372)",1019
"GP010016_fast.mp4_(292, 205)","(386, 383)",1020
"GP010016_fast.mp4_(292, 205)","(388, 385)",1021
"GP010016_fast.mp4_(292, 205)","(387, 385)",1022
"GP010016_fast.mp4_(292, 205)","(387, 386)",1023
"GP010016_fast.mp4_(292, 205)","(386, 386)",1024
"GP010016_fast.mp4_(292, 205)","(384, 393)",1025
"GP010016_fast.mp4_(292, 205)","(384, 393)",1026
"GP010016_fast.mp4_(292, 205)","(386, 394)",1027
"GP010016_fast.mp4_(292, 205)","(386, 395)",1028
"GP010016_fast.mp4_(292, 205)","(386, 394)",1029
"GP010016_fast.mp4_(292, 205)","(387, 394)",1030
"GP010016_fast.mp4_(292, 205)","(386, 398)",1031
"GP010016_fast.mp4_(292, 205)","(386, 399)",1032
"GP010016_fast.mp4_(292, 205)","(387, 402)",1033
"GP010016_fast.mp4_(292, 205)","(385, 405)",1034
"GP010016_fast.mp4_(292, 205)","(384, 406)",1035
"GP010016_fast.mp4_(292, 205)","(382, 410)",1036
"GP010016_fast.mp4_(292, 205)","(382, 412)",1037
"GP010016_fast.mp4_(292, 205)","(383, 413)",1038
"GP010016_fast.mp4_(292, 205)","(383, 413)",1039
"GP010016_fast.mp4_(292, 205)","(383, 417)",1040
"GP010016_fast.mp4_(292, 205)","(384, 413)",1041
"GP010016_fast.mp4_(292, 205)","(384, 417)",1042
"GP010016_fast.mp4_(292, 205)","(385, 418)",1043
"GP010016_fast.mp4_(292, 205)","(385, 418)",1044
"GP010016_fast.mp4_(292, 205)","(385, 418)",1045
"GP010016_fast.mp4_(292, 205)","(385, 418)",1046
"GP010016_fast.mp4_(292, 205)","(386, 418)",1047
"GP010016_fast.mp4_(292, 205)","(386, 417)",1048
"GP010016_fast.mp4_(292, 205)","(387, 416)",1049
"GP010016_fast.mp4_(292, 205)","(387, 417)",1050
"GP010016_fast.mp4_(292, 205)","(387, 417)",1051
"GP010016_fast.mp4_(292, 205)","(388, 417)",1052
"GP010016_fast.mp4_(292, 205)","(387, 417)",1053
"GP010016_fast.mp4_(292, 205)","(387, 417)",1054
"GP010016_fast.mp4_(292, 205)","(387, 417)",1055
"GP010016_fast.mp4_(292, 205)","(387, 418)",1056
"GP010016_fast.mp4_(292, 205)","(388, 418)",1057
"GP010016_fast.mp4_(292, 205)","(388, 418)",1058
"GP010016_fast.mp4_(292, 205)","(388, 418)",1059
"GP010016_fast.mp4_(292, 205)","(388, 418)",1060
"GP010016_fast.mp4_(292, 205)","(389, 418)",1061
"GP010016_fast.mp4_(292, 205)","(389, 417)",1062
"GP010016_fast.mp4_(292, 205)","(387, 418)",1063
"GP010016_fast.mp4_(292, 205)","(387, 418)",1064
"GP010016_fast.mp4_(292, 205)","(387, 418)",1065
"GP010016_fast.mp4_(292, 205)","(387, 418)",1066
"GP010016_fast.mp4_(292, 205)","(387, 418)",1067
"GP010016_fast.mp4_(292, 205)","(387, 418)",1068
"GP010016_fast.mp4_(292, 205)","(387, 418)",1069
"GP010016_fast.mp4_(292, 205)","(387, 418)",1070
"GP010016_fast.mp4_(292, 205)","(387, 417)",1071
"GP010016_fast.mp4_(292, 205)","(387, 417)",1072
"GP010016_fast.mp4_(292, 205)","(388, 418)",1073
"GP010016_fast.mp4_(292, 205)","(387, 419)",1074
"GP010016_fast.mp4_(292, 205)","(386, 419)",1075
"GP010016_fast.mp4_(292, 205)","(386, 419)",1076
"GP010016_fast.mp4_(292, 205)","(386, 419)",1077
"GP010016_fast.mp4_(292, 205)","(387, 419)",1078
"GP010016_fast.mp4_(292, 205)","(387, 419)",1079
"GP010016_fast.mp4_(292, 205)","(386, 420)",1080
"GP010016_fast.mp4_(292, 205)","(383, 420)",1081
"GP010016_fast.mp4_(292, 205)","(382, 420)",1082
"GP010016_fast.mp4_(292, 205)","(381, 426)",1083
"GP010016_fast.mp4_(292, 205)","(381, 426)",1084
"GP010016_fast.mp4_(292, 205)","(379, 428)",1085
"GP010016_fast.mp4_(292, 205)","(379, 427)",1086
"GP010016_fast.mp4_(292, 205)","(381, 429)",1087
"GP010016_fast.mp4_(292, 205)","(380, 432)",1088
"GP010016_fast.mp4_(292, 205)","(381, 435)",1089
"GP010016_fast.mp4_(292, 205)","(381, 437)",1090
"GP010016_fast.mp4_(292, 205)","(382, 445)",1091
"GP010016_fast.mp4_(292, 205)","(384, 444)",1092
"GP010016_fast.mp4_(292, 205)","(382, 447)",1093
"GP010016_fast.mp4_(292, 205)","(382, 450)",1094
"GP010016_fast.mp4_(292, 205)","(382, 443)",1095
"GP010016_fast.mp4_(292, 205)","(382, 444)",1096
"GP010016_fast.mp4_(292, 205)","(382, 446)",1097
"GP010016_fast.mp4_(292, 205)","(381, 449)",1098
"GP010016_fast.mp4_(292, 205)","(379, 450)",1099
"GP010016_fast.mp4_(292, 205)","(376, 450)",1100
"GP010016_fast.mp4_(292, 205)","(376, 450)",1101
"GP010016_fast.mp4_(292, 205)","(376, 450)",1102
"GP010016_fast.mp4_(292, 205)","(376, 448)",1103
"GP010016_fast.mp4_(292, 205)","(376, 448)",1104
"GP010016_fast.mp4_(292, 205)","(376, 448)",1105
"GP010016_fast.mp4_(292, 205)","(376, 448)",1106
"GP010016_fast.mp4_(292, 205)","(377, 448)",1107
"GP010016_fast.mp4_(292, 205)","(377, 448)",1108
"GP010016_fast.mp4_(292, 205)","(377, 448)",1109
"GP010016_fast.mp4_(292, 205)","(377, 448)",1110
"GP010016_fast.mp4_(292, 205)","(377, 448)",1111
"GP010016_fast.mp4_(292, 205)","(377, 448)",1112
"GP010016_fast.mp4_(292, 205)","(377, 448)",1113
"GP010016_fast.mp4_(292, 205)","(377, 449)",1114
"GP010016_fast.mp4_(292, 205)","(377, 448)",1115
"GP010016_fast.mp4_(292, 205)","(377, 448)",1116
"GP010016_fast.mp4_(292, 205)","(377, 450)",1117
"GP010016_fast.mp4_(292, 205)","(377, 449)",1118
"GP010016_fast.mp4_(292, 205)","(377, 449)",1119
"GP010016_fast.mp4_(292, 205)","(377, 449)",1120
"GP010016_fast.mp4_(292, 205)","(377, 449)",1121
"GP010016_fast.mp4_(292, 205)","(377, 449)",1122
"GP010016_fast.mp4_(292, 205)","(377, 449)",1123
"GP010016_fast.mp4_(292, 205)","(377, 449)",1124
"GP010016_fast.mp4_(292, 205)","(377, 449)",1125
"GP010016_fast.mp4_(292, 205)","(378, 449)",1126
"GP010016_fast.mp4_(292, 205)","(378, 449)",1127
"GP010016_fast.mp4_(292, 205)","(378, 449)",1128
"GP010016_fast.mp4_(292, 205)","(378, 448)",1129
"GP010016_fast.mp4_(292, 205)","(378, 449)",1130
