file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,2338,1928,23.97602398,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.107758621,<TrackerMIL 0x10e996f30>
"
",,,,,,,,,,,,
Crab_ID,Crab_Position,Crab_frame,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(139, 267)",274,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(138, 266)",275,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(136, 266)",276,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(136, 267)",277,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(136, 264)",278,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(138, 264)",279,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(137, 266)",280,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(138, 267)",281,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(137, 269)",282,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(137, 269)",283,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(138, 265)",284,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(138, 263)",285,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(138, 266)",286,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(139, 266)",287,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(138, 267)",288,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(135, 266)",289,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(137, 263)",290,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(137, 264)",291,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(139, 263)",292,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(138, 265)",293,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(137, 263)",294,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(139, 263)",295,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(139, 263)",296,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(137, 261)",297,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(141, 265)",298,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(141, 267)",299,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(142, 266)",300,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(141, 266)",301,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(142, 266)",302,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(143, 267)",303,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(143, 267)",304,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(144, 267)",305,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(144, 268)",306,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(144, 268)",307,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(139, 263)",308,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(134, 268)",309,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(144, 270)",310,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(135, 269)",311,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(144, 270)",312,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(143, 271)",313,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(136, 263)",314,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(135, 268)",315,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(135, 261)",316,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(148, 261)",317,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(136, 262)",318,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(136, 261)",319,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(132, 281)",320,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(136, 264)",321,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(144, 264)",322,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(141, 265)",323,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(141, 243)",324,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(136, 261)",325,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(141, 262)",326,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(135, 264)",327,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(148, 260)",328,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(135, 265)",329,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(135, 265)",330,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(138, 254)",331,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(135, 265)",332,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(148, 260)",333,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(134, 268)",334,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(138, 262)",335,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(135, 261)",336,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(132, 258)",337,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(134, 268)",338,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(136, 258)",339,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(147, 263)",340,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(147, 262)",341,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(146, 264)",342,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(141, 269)",343,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(143, 269)",344,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(142, 271)",345,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(143, 267)",346,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(142, 269)",347,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(140, 270)",348,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(143, 270)",349,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(142, 270)",350,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(142, 269)",351,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(143, 259)",352,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(142, 268)",353,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(146, 267)",354,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(142, 269)",355,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(141, 269)",356,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(141, 273)",357,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(120, 261)",358,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(108, 250)",359,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 254)",360,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",361,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 252)",362,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(105, 252)",363,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(101, 253)",364,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",365,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",366,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",367,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",368,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",369,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",370,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",371,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",372,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",373,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",374,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",375,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",376,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",377,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",378,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",379,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",380,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",381,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",382,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",383,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",384,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",385,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",386,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",387,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",388,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",389,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",390,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",391,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",392,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",393,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",394,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",395,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",396,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",397,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",398,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",399,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",400,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",401,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",402,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",403,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",404,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",405,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(104, 253)",406,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 283)",407,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 283)",408,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(159, 283)",409,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 283)",410,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 283)",411,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 284)",412,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(157, 285)",413,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(157, 285)",414,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 284)",415,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 283)",416,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(152, 273)",417,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(152, 273)",418,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(153, 274)",419,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(154, 274)",420,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(154, 274)",421,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(154, 273)",422,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(154, 272)",423,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(153, 279)",424,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(160, 273)",425,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(151, 267)",426,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(152, 267)",427,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(150, 268)",428,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(151, 267)",429,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(145, 273)",430,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(154, 268)",431,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(152, 268)",432,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(152, 268)",433,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(152, 267)",434,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(153, 268)",435,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(152, 268)",436,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(153, 268)",437,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(153, 268)",438,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(152, 268)",439,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(156, 268)",440,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(159, 268)",441,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 268)",442,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(166, 270)",443,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 271)",444,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(166, 270)",445,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 267)",446,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(159, 266)",447,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(159, 268)",448,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(160, 268)",449,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 267)",450,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(157, 267)",451,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 267)",452,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(157, 268)",453,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(155, 268)",454,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(157, 268)",455,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(160, 266)",456,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(159, 268)",457,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(159, 268)",458,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(157, 268)",459,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(160, 266)",460,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 268)",461,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 268)",462,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 268)",463,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(158, 268)",464,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(166, 271)",465,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 264)",466,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",467,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",468,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 265)",469,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 264)",470,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(167, 263)",471,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",472,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 266)",473,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 266)",474,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 266)",475,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",476,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",477,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 264)",478,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(159, 263)",479,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(160, 264)",480,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",481,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",482,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",483,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 266)",484,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",485,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 264)",486,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(160, 265)",487,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",488,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 264)",489,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(160, 265)",490,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 264)",491,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",492,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 264)",493,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",494,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 264)",495,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 265)",496,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 264)",497,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 264)",498,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 264)",499,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 264)",500,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 264)",501,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 264)",502,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 266)",503,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 264)",504,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 264)",505,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 264)",506,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 264)",507,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(163, 264)",508,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 264)",509,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(163, 262)",510,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(164, 264)",511,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(161, 263)",512,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(164, 264)",513,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(166, 263)",514,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(163, 264)",515,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(164, 263)",516,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(165, 262)",517,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 263)",518,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(163, 264)",519,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 263)",520,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 263)",521,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 263)",522,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(167, 263)",523,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 263)",524,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 263)",525,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 265)",526,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 263)",527,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 263)",528,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(166, 264)",529,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 263)",530,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 264)",531,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 263)",532,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 263)",533,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 262)",534,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 261)",535,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 262)",536,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 262)",537,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 261)",538,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 260)",539,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 260)",540,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 262)",541,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",542,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(167, 261)",543,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",544,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",545,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 261)",546,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",547,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",548,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 261)",549,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",550,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",551,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",552,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",553,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",554,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",555,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",556,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",557,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",558,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 262)",559,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 260)",560,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(175, 256)",561,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(167, 260)",562,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 262)",563,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(167, 260)",564,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(165, 257)",565,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(165, 257)",566,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(165, 259)",567,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(166, 254)",568,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(164, 258)",569,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(165, 259)",570,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(164, 256)",571,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(162, 250)",572,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(164, 260)",573,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 253)",574,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 261)",575,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 260)",576,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(169, 264)",577,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(168, 260)",578,,,,,,,,,,
"GP010016_fast.mp4_uca_cl03(163, 335)","(166, 259)",579,,,,,,,,,,
