file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,1809,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x1118fff30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_n00(382, 12)","(369, 34)",377
"GP010016_fast.mp4_uca_n00(382, 12)","(369, 35)",378
"GP010016_fast.mp4_uca_n00(382, 12)","(370, 35)",379
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 34)",380
"GP010016_fast.mp4_uca_n00(382, 12)","(370, 36)",381
"GP010016_fast.mp4_uca_n00(382, 12)","(370, 36)",382
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 32)",383
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 31)",384
"GP010016_fast.mp4_uca_n00(382, 12)","(370, 33)",385
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 34)",386
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",387
"GP010016_fast.mp4_uca_n00(382, 12)","(369, 34)",388
"GP010016_fast.mp4_uca_n00(382, 12)","(370, 35)",389
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",390
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 32)",391
"GP010016_fast.mp4_uca_n00(382, 12)","(370, 35)",392
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 35)",393
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 34)",394
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 35)",395
"GP010016_fast.mp4_uca_n00(382, 12)","(370, 33)",396
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 34)",397
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 34)",398
"GP010016_fast.mp4_uca_n00(382, 12)","(369, 34)",399
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 34)",400
"GP010016_fast.mp4_uca_n00(382, 12)","(369, 34)",401
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 32)",402
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 32)",403
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",404
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 34)",405
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 34)",406
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 35)",407
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 33)",408
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",409
"GP010016_fast.mp4_uca_n00(382, 12)","(374, 31)",410
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 32)",411
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",412
"GP010016_fast.mp4_uca_n00(382, 12)","(369, 34)",413
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 31)",414
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",415
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 31)",416
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",417
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 32)",418
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",419
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",420
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",421
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",422
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",423
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 31)",424
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",425
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 30)",426
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",427
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",428
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 31)",429
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",430
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 32)",431
"GP010016_fast.mp4_uca_n00(382, 12)","(368, 29)",432
"GP010016_fast.mp4_uca_n00(382, 12)","(369, 27)",433
"GP010016_fast.mp4_uca_n00(382, 12)","(366, 27)",434
"GP010016_fast.mp4_uca_n00(382, 12)","(368, 27)",435
"GP010016_fast.mp4_uca_n00(382, 12)","(365, 27)",436
"GP010016_fast.mp4_uca_n00(382, 12)","(365, 26)",437
"GP010016_fast.mp4_uca_n00(382, 12)","(365, 24)",438
"GP010016_fast.mp4_uca_n00(382, 12)","(365, 24)",439
"GP010016_fast.mp4_uca_n00(382, 12)","(365, 24)",440
"GP010016_fast.mp4_uca_n00(382, 12)","(363, 24)",441
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 19)",442
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 22)",443
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 19)",444
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 21)",445
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 20)",446
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 19)",447
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 18)",448
"GP010016_fast.mp4_uca_n00(382, 12)","(349, 15)",449
"GP010016_fast.mp4_uca_n00(382, 12)","(343, 12)",450
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 17)",451
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 12)",452
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 13)",453
"GP010016_fast.mp4_uca_n00(382, 12)","(353, 13)",454
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 12)",455
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 13)",456
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 14)",457
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 12)",458
"GP010016_fast.mp4_uca_n00(382, 12)","(353, 12)",459
"GP010016_fast.mp4_uca_n00(382, 12)","(353, 12)",460
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 13)",461
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 12)",462
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 13)",463
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 13)",464
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 14)",465
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 13)",466
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 13)",467
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 14)",468
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 14)",469
"GP010016_fast.mp4_uca_n00(382, 12)","(353, 15)",470
"GP010016_fast.mp4_uca_n00(382, 12)","(348, 13)",471
"GP010016_fast.mp4_uca_n00(382, 12)","(353, 16)",472
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 15)",473
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 18)",474
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 13)",475
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 17)",476
"GP010016_fast.mp4_uca_n00(382, 12)","(354, 17)",477
"GP010016_fast.mp4_uca_n00(382, 12)","(344, 12)",478
"GP010016_fast.mp4_uca_n00(382, 12)","(354, 22)",479
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 18)",480
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 18)",481
"GP010016_fast.mp4_uca_n00(382, 12)","(347, 12)",482
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 12)",483
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 15)",484
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 12)",485
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 13)",486
"GP010016_fast.mp4_uca_n00(382, 12)","(349, 13)",487
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 12)",488
"GP010016_fast.mp4_uca_n00(382, 12)","(353, 17)",489
"GP010016_fast.mp4_uca_n00(382, 12)","(355, 18)",490
"GP010016_fast.mp4_uca_n00(382, 12)","(355, 18)",491
"GP010016_fast.mp4_uca_n00(382, 12)","(354, 17)",492
"GP010016_fast.mp4_uca_n00(382, 12)","(356, 18)",493
"GP010016_fast.mp4_uca_n00(382, 12)","(355, 18)",494
"GP010016_fast.mp4_uca_n00(382, 12)","(355, 18)",495
"GP010016_fast.mp4_uca_n00(382, 12)","(354, 18)",496
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 14)",497
"GP010016_fast.mp4_uca_n00(382, 12)","(354, 18)",498
"GP010016_fast.mp4_uca_n00(382, 12)","(353, 16)",499
"GP010016_fast.mp4_uca_n00(382, 12)","(355, 18)",500
"GP010016_fast.mp4_uca_n00(382, 12)","(354, 18)",501
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 14)",502
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 12)",503
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 12)",504
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 17)",505
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 14)",506
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 12)",507
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 16)",508
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 13)",509
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 12)",510
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 13)",511
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 13)",512
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 12)",513
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 15)",514
"GP010016_fast.mp4_uca_n00(382, 12)","(349, 15)",515
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 16)",516
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 16)",517
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 16)",518
"GP010016_fast.mp4_uca_n00(382, 12)","(351, 17)",519
"GP010016_fast.mp4_uca_n00(382, 12)","(349, 13)",520
"GP010016_fast.mp4_uca_n00(382, 12)","(349, 15)",521
"GP010016_fast.mp4_uca_n00(382, 12)","(349, 14)",522
"GP010016_fast.mp4_uca_n00(382, 12)","(349, 13)",523
"GP010016_fast.mp4_uca_n00(382, 12)","(349, 14)",524
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 18)",525
"GP010016_fast.mp4_uca_n00(382, 12)","(349, 12)",526
"GP010016_fast.mp4_uca_n00(382, 12)","(349, 17)",527
"GP010016_fast.mp4_uca_n00(382, 12)","(348, 17)",528
"GP010016_fast.mp4_uca_n00(382, 12)","(348, 18)",529
"GP010016_fast.mp4_uca_n00(382, 12)","(348, 18)",530
"GP010016_fast.mp4_uca_n00(382, 12)","(348, 15)",531
"GP010016_fast.mp4_uca_n00(382, 12)","(348, 17)",532
"GP010016_fast.mp4_uca_n00(382, 12)","(347, 17)",533
"GP010016_fast.mp4_uca_n00(382, 12)","(348, 17)",534
"GP010016_fast.mp4_uca_n00(382, 12)","(347, 19)",535
"GP010016_fast.mp4_uca_n00(382, 12)","(347, 16)",536
"GP010016_fast.mp4_uca_n00(382, 12)","(347, 18)",537
"GP010016_fast.mp4_uca_n00(382, 12)","(346, 16)",538
"GP010016_fast.mp4_uca_n00(382, 12)","(349, 19)",539
"GP010016_fast.mp4_uca_n00(382, 12)","(347, 17)",540
"GP010016_fast.mp4_uca_n00(382, 12)","(346, 19)",541
"GP010016_fast.mp4_uca_n00(382, 12)","(346, 19)",542
"GP010016_fast.mp4_uca_n00(382, 12)","(346, 17)",543
"GP010016_fast.mp4_uca_n00(382, 12)","(346, 19)",544
"GP010016_fast.mp4_uca_n00(382, 12)","(347, 18)",545
"GP010016_fast.mp4_uca_n00(382, 12)","(348, 17)",546
"GP010016_fast.mp4_uca_n00(382, 12)","(348, 18)",547
"GP010016_fast.mp4_uca_n00(382, 12)","(347, 15)",548
"GP010016_fast.mp4_uca_n00(382, 12)","(347, 18)",549
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 17)",550
"GP010016_fast.mp4_uca_n00(382, 12)","(348, 17)",551
"GP010016_fast.mp4_uca_n00(382, 12)","(354, 24)",552
"GP010016_fast.mp4_uca_n00(382, 12)","(353, 22)",553
"GP010016_fast.mp4_uca_n00(382, 12)","(350, 21)",554
"GP010016_fast.mp4_uca_n00(382, 12)","(352, 18)",555
"GP010016_fast.mp4_uca_n00(382, 12)","(357, 24)",556
"GP010016_fast.mp4_uca_n00(382, 12)","(357, 25)",557
"GP010016_fast.mp4_uca_n00(382, 12)","(356, 25)",558
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 25)",559
"GP010016_fast.mp4_uca_n00(382, 12)","(354, 23)",560
"GP010016_fast.mp4_uca_n00(382, 12)","(357, 24)",561
"GP010016_fast.mp4_uca_n00(382, 12)","(353, 19)",562
"GP010016_fast.mp4_uca_n00(382, 12)","(357, 25)",563
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 25)",564
"GP010016_fast.mp4_uca_n00(382, 12)","(353, 22)",565
"GP010016_fast.mp4_uca_n00(382, 12)","(355, 23)",566
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 25)",567
"GP010016_fast.mp4_uca_n00(382, 12)","(357, 25)",568
"GP010016_fast.mp4_uca_n00(382, 12)","(356, 25)",569
"GP010016_fast.mp4_uca_n00(382, 12)","(357, 24)",570
"GP010016_fast.mp4_uca_n00(382, 12)","(357, 25)",571
"GP010016_fast.mp4_uca_n00(382, 12)","(356, 25)",572
"GP010016_fast.mp4_uca_n00(382, 12)","(360, 25)",573
"GP010016_fast.mp4_uca_n00(382, 12)","(356, 24)",574
"GP010016_fast.mp4_uca_n00(382, 12)","(357, 25)",575
"GP010016_fast.mp4_uca_n00(382, 12)","(356, 25)",576
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 24)",577
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 25)",578
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 23)",579
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 26)",580
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 23)",581
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 23)",582
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 24)",583
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 23)",584
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 26)",585
"GP010016_fast.mp4_uca_n00(382, 12)","(360, 23)",586
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 23)",587
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 24)",588
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 26)",589
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 26)",590
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 25)",591
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 26)",592
"GP010016_fast.mp4_uca_n00(382, 12)","(362, 26)",593
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 24)",594
"GP010016_fast.mp4_uca_n00(382, 12)","(360, 25)",595
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 25)",596
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 25)",597
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 23)",598
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 25)",599
"GP010016_fast.mp4_uca_n00(382, 12)","(360, 23)",600
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 25)",601
"GP010016_fast.mp4_uca_n00(382, 12)","(362, 25)",602
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 23)",603
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 23)",604
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 25)",605
"GP010016_fast.mp4_uca_n00(382, 12)","(356, 25)",606
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 24)",607
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 23)",608
"GP010016_fast.mp4_uca_n00(382, 12)","(357, 23)",609
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 23)",610
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 23)",611
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 25)",612
"GP010016_fast.mp4_uca_n00(382, 12)","(362, 26)",613
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 23)",614
"GP010016_fast.mp4_uca_n00(382, 12)","(358, 23)",615
"GP010016_fast.mp4_uca_n00(382, 12)","(359, 24)",616
"GP010016_fast.mp4_uca_n00(382, 12)","(362, 24)",617
"GP010016_fast.mp4_uca_n00(382, 12)","(360, 25)",618
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 27)",619
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 25)",620
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 25)",621
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 25)",622
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 25)",623
"GP010016_fast.mp4_uca_n00(382, 12)","(363, 24)",624
"GP010016_fast.mp4_uca_n00(382, 12)","(363, 24)",625
"GP010016_fast.mp4_uca_n00(382, 12)","(360, 24)",626
"GP010016_fast.mp4_uca_n00(382, 12)","(361, 25)",627
"GP010016_fast.mp4_uca_n00(382, 12)","(362, 25)",628
"GP010016_fast.mp4_uca_n00(382, 12)","(365, 27)",629
"GP010016_fast.mp4_uca_n00(382, 12)","(365, 27)",630
"GP010016_fast.mp4_uca_n00(382, 12)","(363, 24)",631
"GP010016_fast.mp4_uca_n00(382, 12)","(364, 24)",632
"GP010016_fast.mp4_uca_n00(382, 12)","(365, 26)",633
"GP010016_fast.mp4_uca_n00(382, 12)","(364, 24)",634
"GP010016_fast.mp4_uca_n00(382, 12)","(364, 26)",635
"GP010016_fast.mp4_uca_n00(382, 12)","(367, 25)",636
"GP010016_fast.mp4_uca_n00(382, 12)","(364, 24)",637
"GP010016_fast.mp4_uca_n00(382, 12)","(365, 26)",638
"GP010016_fast.mp4_uca_n00(382, 12)","(366, 26)",639
"GP010016_fast.mp4_uca_n00(382, 12)","(367, 26)",640
"GP010016_fast.mp4_uca_n00(382, 12)","(369, 27)",641
"GP010016_fast.mp4_uca_n00(382, 12)","(367, 25)",642
"GP010016_fast.mp4_uca_n00(382, 12)","(369, 26)",643
"GP010016_fast.mp4_uca_n00(382, 12)","(370, 24)",644
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 27)",645
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 28)",646
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 27)",647
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 27)",648
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 28)",649
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 28)",650
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 27)",651
"GP010016_fast.mp4_uca_n00(382, 12)","(377, 28)",652
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 29)",653
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 29)",654
"GP010016_fast.mp4_uca_n00(382, 12)","(377, 28)",655
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 28)",656
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 28)",657
"GP010016_fast.mp4_uca_n00(382, 12)","(377, 27)",658
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 26)",659
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 28)",660
"GP010016_fast.mp4_uca_n00(382, 12)","(374, 28)",661
"GP010016_fast.mp4_uca_n00(382, 12)","(376, 28)",662
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 26)",663
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 27)",664
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 28)",665
"GP010016_fast.mp4_uca_n00(382, 12)","(372, 27)",666
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 29)",667
"GP010016_fast.mp4_uca_n00(382, 12)","(376, 27)",668
"GP010016_fast.mp4_uca_n00(382, 12)","(374, 27)",669
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 27)",670
"GP010016_fast.mp4_uca_n00(382, 12)","(377, 27)",671
"GP010016_fast.mp4_uca_n00(382, 12)","(374, 27)",672
"GP010016_fast.mp4_uca_n00(382, 12)","(371, 27)",673
"GP010016_fast.mp4_uca_n00(382, 12)","(374, 27)",674
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 28)",675
"GP010016_fast.mp4_uca_n00(382, 12)","(375, 28)",676
"GP010016_fast.mp4_uca_n00(382, 12)","(374, 27)",677
"GP010016_fast.mp4_uca_n00(382, 12)","(377, 27)",678
"GP010016_fast.mp4_uca_n00(382, 12)","(376, 28)",679
"GP010016_fast.mp4_uca_n00(382, 12)","(375, 28)",680
"GP010016_fast.mp4_uca_n00(382, 12)","(378, 28)",681
"GP010016_fast.mp4_uca_n00(382, 12)","(378, 28)",682
"GP010016_fast.mp4_uca_n00(382, 12)","(377, 28)",683
"GP010016_fast.mp4_uca_n00(382, 12)","(374, 29)",684
"GP010016_fast.mp4_uca_n00(382, 12)","(373, 28)",685
"GP010016_fast.mp4_uca_n00(382, 12)","(378, 28)",686
"GP010016_fast.mp4_uca_n00(382, 12)","(377, 29)",687
"GP010016_fast.mp4_uca_n00(382, 12)","(378, 29)",688
"GP010016_fast.mp4_uca_n00(382, 12)","(375, 29)",689
"GP010016_fast.mp4_uca_n00(382, 12)","(376, 29)",690
"GP010016_fast.mp4_uca_n00(382, 12)","(377, 29)",691
"GP010016_fast.mp4_uca_n00(382, 12)","(376, 29)",692
"GP010016_fast.mp4_uca_n00(382, 12)","(376, 29)",693
"GP010016_fast.mp4_uca_n00(382, 12)","(376, 29)",694
"GP010016_fast.mp4_uca_n00(382, 12)","(377, 29)",695
"GP010016_fast.mp4_uca_n00(382, 12)","(378, 29)",696
"GP010016_fast.mp4_uca_n00(382, 12)","(381, 28)",697
"GP010016_fast.mp4_uca_n00(382, 12)","(379, 29)",698
"GP010016_fast.mp4_uca_n00(382, 12)","(385, 28)",699
"GP010016_fast.mp4_uca_n00(382, 12)","(384, 27)",700
"GP010016_fast.mp4_uca_n00(382, 12)","(387, 27)",701
"GP010016_fast.mp4_uca_n00(382, 12)","(387, 27)",702
"GP010016_fast.mp4_uca_n00(382, 12)","(388, 26)",703
"GP010016_fast.mp4_uca_n00(382, 12)","(389, 27)",704
"GP010016_fast.mp4_uca_n00(382, 12)","(392, 27)",705
"GP010016_fast.mp4_uca_n00(382, 12)","(392, 27)",706
"GP010016_fast.mp4_uca_n00(382, 12)","(391, 27)",707
"GP010016_fast.mp4_uca_n00(382, 12)","(394, 27)",708
"GP010016_fast.mp4_uca_n00(382, 12)","(394, 27)",709
"GP010016_fast.mp4_uca_n00(382, 12)","(395, 26)",710
"GP010016_fast.mp4_uca_n00(382, 12)","(395, 26)",711
"GP010016_fast.mp4_uca_n00(382, 12)","(395, 26)",712
"GP010016_fast.mp4_uca_n00(382, 12)","(394, 27)",713
"GP010016_fast.mp4_uca_n00(382, 12)","(396, 26)",714
"GP010016_fast.mp4_uca_n00(382, 12)","(395, 27)",715
"GP010016_fast.mp4_uca_n00(382, 12)","(396, 26)",716
"GP010016_fast.mp4_uca_n00(382, 12)","(396, 27)",717
"GP010016_fast.mp4_uca_n00(382, 12)","(395, 26)",718
"GP010016_fast.mp4_uca_n00(382, 12)","(396, 26)",719
"GP010016_fast.mp4_uca_n00(382, 12)","(396, 26)",720
"GP010016_fast.mp4_uca_n00(382, 12)","(390, 26)",721
"GP010016_fast.mp4_uca_n00(382, 12)","(396, 26)",722
"GP010016_fast.mp4_uca_n00(382, 12)","(396, 27)",723
"GP010016_fast.mp4_uca_n00(382, 12)","(396, 27)",724
"GP010016_fast.mp4_uca_n00(382, 12)","(395, 27)",725
"GP010016_fast.mp4_uca_n00(382, 12)","(396, 27)",726
"GP010016_fast.mp4_uca_n00(382, 12)","(396, 26)",727
"GP010016_fast.mp4_uca_n00(382, 12)","(397, 27)",728
"GP010016_fast.mp4_uca_n00(382, 12)","(397, 26)",729
"GP010016_fast.mp4_uca_n00(382, 12)","(397, 27)",730
"GP010016_fast.mp4_uca_n00(382, 12)","(396, 27)",731
"GP010016_fast.mp4_uca_n00(382, 12)","(393, 26)",732
"GP010016_fast.mp4_uca_n00(382, 12)","(395, 26)",733
"GP010016_fast.mp4_uca_n00(382, 12)","(396, 24)",734
"GP010016_fast.mp4_uca_n00(382, 12)","(398, 21)",735
"GP010016_fast.mp4_uca_n00(382, 12)","(401, 24)",736
"GP010016_fast.mp4_uca_n00(382, 12)","(404, 25)",737
"GP010016_fast.mp4_uca_n00(382, 12)","(405, 23)",738
"GP010016_fast.mp4_uca_n00(382, 12)","(408, 25)",739
"GP010016_fast.mp4_uca_n00(382, 12)","(410, 24)",740
"GP010016_fast.mp4_uca_n00(382, 12)","(412, 23)",741
"GP010016_fast.mp4_uca_n00(382, 12)","(417, 20)",742
"GP010016_fast.mp4_uca_n00(382, 12)","(418, 22)",743
"GP010016_fast.mp4_uca_n00(382, 12)","(419, 23)",744
"GP010016_fast.mp4_uca_n00(382, 12)","(424, 25)",745
"GP010016_fast.mp4_uca_n00(382, 12)","(420, 23)",746
"GP010016_fast.mp4_uca_n00(382, 12)","(424, 25)",747
"GP010016_fast.mp4_uca_n00(382, 12)","(425, 21)",748
"GP010016_fast.mp4_uca_n00(382, 12)","(415, 22)",749
"GP010016_fast.mp4_uca_n00(382, 12)","(426, 24)",750
"GP010016_fast.mp4_uca_n00(382, 12)","(432, 27)",751
"GP010016_fast.mp4_uca_n00(382, 12)","(430, 26)",752
"GP010016_fast.mp4_uca_n00(382, 12)","(435, 24)",753
"GP010016_fast.mp4_uca_n00(382, 12)","(427, 25)",754
"GP010016_fast.mp4_uca_n00(382, 12)","(436, 25)",755
"GP010016_fast.mp4_uca_n00(382, 12)","(436, 26)",756
"GP010016_fast.mp4_uca_n00(382, 12)","(440, 15)",757
"GP010016_fast.mp4_uca_n00(382, 12)","(437, 26)",758
"GP010016_fast.mp4_uca_n00(382, 12)","(441, 16)",759
"GP010016_fast.mp4_uca_n00(382, 12)","(443, 17)",760
"GP010016_fast.mp4_uca_n00(382, 12)","(441, 16)",761
"GP010016_fast.mp4_uca_n00(382, 12)","(441, 16)",762
"GP010016_fast.mp4_uca_n00(382, 12)","(440, 16)",763
"GP010016_fast.mp4_uca_n00(382, 12)","(440, 16)",764
"GP010016_fast.mp4_uca_n00(382, 12)","(441, 17)",765
"GP010016_fast.mp4_uca_n00(382, 12)","(441, 16)",766
"GP010016_fast.mp4_uca_n00(382, 12)","(441, 17)",767
"GP010016_fast.mp4_uca_n00(382, 12)","(441, 16)",768
