file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,1836,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x11a0fdf30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_lu01(369, 98)","(435, 143)",371
"GP010016_fast.mp4_uca_lu01(369, 98)","(433, 141)",372
"GP010016_fast.mp4_uca_lu01(369, 98)","(434, 142)",373
"GP010016_fast.mp4_uca_lu01(369, 98)","(437, 141)",374
"GP010016_fast.mp4_uca_lu01(369, 98)","(437, 140)",375
"GP010016_fast.mp4_uca_lu01(369, 98)","(438, 140)",376
"GP010016_fast.mp4_uca_lu01(369, 98)","(428, 140)",377
"GP010016_fast.mp4_uca_lu01(369, 98)","(427, 138)",378
"GP010016_fast.mp4_uca_lu01(369, 98)","(429, 136)",379
"GP010016_fast.mp4_uca_lu01(369, 98)","(439, 135)",380
"GP010016_fast.mp4_uca_lu01(369, 98)","(428, 134)",381
"GP010016_fast.mp4_uca_lu01(369, 98)","(439, 134)",382
"GP010016_fast.mp4_uca_lu01(369, 98)","(439, 134)",383
"GP010016_fast.mp4_uca_lu01(369, 98)","(439, 132)",384
"GP010016_fast.mp4_uca_lu01(369, 98)","(428, 137)",385
"GP010016_fast.mp4_uca_lu01(369, 98)","(431, 136)",386
"GP010016_fast.mp4_uca_lu01(369, 98)","(431, 136)",387
"GP010016_fast.mp4_uca_lu01(369, 98)","(439, 136)",388
"GP010016_fast.mp4_uca_lu01(369, 98)","(440, 127)",389
"GP010016_fast.mp4_uca_lu01(369, 98)","(431, 130)",390
"GP010016_fast.mp4_uca_lu01(369, 98)","(430, 131)",391
"GP010016_fast.mp4_uca_lu01(369, 98)","(432, 129)",392
"GP010016_fast.mp4_uca_lu01(369, 98)","(431, 134)",393
"GP010016_fast.mp4_uca_lu01(369, 98)","(430, 129)",394
"GP010016_fast.mp4_uca_lu01(369, 98)","(439, 134)",395
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 134)",396
"GP010016_fast.mp4_uca_lu01(369, 98)","(431, 135)",397
"GP010016_fast.mp4_uca_lu01(369, 98)","(431, 135)",398
"GP010016_fast.mp4_uca_lu01(369, 98)","(432, 127)",399
"GP010016_fast.mp4_uca_lu01(369, 98)","(429, 133)",400
"GP010016_fast.mp4_uca_lu01(369, 98)","(439, 141)",401
"GP010016_fast.mp4_uca_lu01(369, 98)","(428, 133)",402
"GP010016_fast.mp4_uca_lu01(369, 98)","(440, 141)",403
"GP010016_fast.mp4_uca_lu01(369, 98)","(430, 125)",404
"GP010016_fast.mp4_uca_lu01(369, 98)","(428, 134)",405
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 132)",406
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 135)",407
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 141)",408
"GP010016_fast.mp4_uca_lu01(369, 98)","(431, 127)",409
"GP010016_fast.mp4_uca_lu01(369, 98)","(430, 133)",410
"GP010016_fast.mp4_uca_lu01(369, 98)","(430, 133)",411
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 132)",412
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 140)",413
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 136)",414
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 134)",415
"GP010016_fast.mp4_uca_lu01(369, 98)","(446, 134)",416
"GP010016_fast.mp4_uca_lu01(369, 98)","(432, 125)",417
"GP010016_fast.mp4_uca_lu01(369, 98)","(429, 126)",418
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 132)",419
"GP010016_fast.mp4_uca_lu01(369, 98)","(433, 127)",420
"GP010016_fast.mp4_uca_lu01(369, 98)","(435, 126)",421
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 132)",422
"GP010016_fast.mp4_uca_lu01(369, 98)","(433, 124)",423
"GP010016_fast.mp4_uca_lu01(369, 98)","(434, 131)",424
"GP010016_fast.mp4_uca_lu01(369, 98)","(435, 129)",425
"GP010016_fast.mp4_uca_lu01(369, 98)","(434, 127)",426
"GP010016_fast.mp4_uca_lu01(369, 98)","(429, 126)",427
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 129)",428
"GP010016_fast.mp4_uca_lu01(369, 98)","(435, 128)",429
"GP010016_fast.mp4_uca_lu01(369, 98)","(443, 127)",430
"GP010016_fast.mp4_uca_lu01(369, 98)","(436, 125)",431
"GP010016_fast.mp4_uca_lu01(369, 98)","(436, 124)",432
"GP010016_fast.mp4_uca_lu01(369, 98)","(434, 125)",433
"GP010016_fast.mp4_uca_lu01(369, 98)","(436, 126)",434
"GP010016_fast.mp4_uca_lu01(369, 98)","(443, 127)",435
"GP010016_fast.mp4_uca_lu01(369, 98)","(443, 123)",436
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 124)",437
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 123)",438
"GP010016_fast.mp4_uca_lu01(369, 98)","(444, 123)",439
"GP010016_fast.mp4_uca_lu01(369, 98)","(443, 124)",440
"GP010016_fast.mp4_uca_lu01(369, 98)","(445, 123)",441
"GP010016_fast.mp4_uca_lu01(369, 98)","(446, 123)",442
"GP010016_fast.mp4_uca_lu01(369, 98)","(439, 128)",443
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 127)",444
"GP010016_fast.mp4_uca_lu01(369, 98)","(447, 123)",445
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 125)",446
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 122)",447
"GP010016_fast.mp4_uca_lu01(369, 98)","(447, 130)",448
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 125)",449
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 125)",450
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 129)",451
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 123)",452
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 121)",453
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 121)",454
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 117)",455
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 118)",456
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 116)",457
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",458
"GP010016_fast.mp4_uca_lu01(369, 98)","(439, 117)",459
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 124)",460
"GP010016_fast.mp4_uca_lu01(369, 98)","(442, 116)",461
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 123)",462
"GP010016_fast.mp4_uca_lu01(369, 98)","(442, 114)",463
"GP010016_fast.mp4_uca_lu01(369, 98)","(442, 113)",464
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 113)",465
"GP010016_fast.mp4_uca_lu01(369, 98)","(442, 113)",466
"GP010016_fast.mp4_uca_lu01(369, 98)","(443, 121)",467
"GP010016_fast.mp4_uca_lu01(369, 98)","(442, 113)",468
"GP010016_fast.mp4_uca_lu01(369, 98)","(442, 113)",469
"GP010016_fast.mp4_uca_lu01(369, 98)","(443, 119)",470
"GP010016_fast.mp4_uca_lu01(369, 98)","(444, 117)",471
"GP010016_fast.mp4_uca_lu01(369, 98)","(442, 112)",472
"GP010016_fast.mp4_uca_lu01(369, 98)","(443, 121)",473
"GP010016_fast.mp4_uca_lu01(369, 98)","(442, 117)",474
"GP010016_fast.mp4_uca_lu01(369, 98)","(442, 112)",475
"GP010016_fast.mp4_uca_lu01(369, 98)","(444, 120)",476
"GP010016_fast.mp4_uca_lu01(369, 98)","(443, 116)",477
"GP010016_fast.mp4_uca_lu01(369, 98)","(445, 113)",478
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 109)",479
"GP010016_fast.mp4_uca_lu01(369, 98)","(446, 110)",480
"GP010016_fast.mp4_uca_lu01(369, 98)","(446, 110)",481
"GP010016_fast.mp4_uca_lu01(369, 98)","(447, 112)",482
"GP010016_fast.mp4_uca_lu01(369, 98)","(447, 107)",483
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 109)",484
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 107)",485
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 101)",486
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 104)",487
"GP010016_fast.mp4_uca_lu01(369, 98)","(447, 106)",488
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 101)",489
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 102)",490
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 102)",491
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 102)",492
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 101)",493
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 101)",494
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 103)",495
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",496
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 104)",497
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 97)",498
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 102)",499
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 102)",500
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 102)",501
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",502
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 104)",503
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 102)",504
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 98)",505
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",506
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 102)",507
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 98)",508
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 99)",509
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 96)",510
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 96)",511
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 96)",512
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",513
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 98)",514
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 101)",515
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",516
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",517
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",518
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 98)",519
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 99)",520
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 99)",521
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 105)",522
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 99)",523
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 106)",524
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 101)",525
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",526
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 108)",527
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 109)",528
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",529
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",530
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",531
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 110)",532
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",533
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",534
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 112)",535
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 110)",536
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",537
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",538
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",539
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",540
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",541
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 109)",542
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 113)",543
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 112)",544
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 113)",545
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 113)",546
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 113)",547
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 115)",548
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 115)",549
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 113)",550
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",551
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",552
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",553
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 109)",554
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",555
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 110)",556
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",557
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",558
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",559
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",560
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",561
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",562
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",563
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 111)",564
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",565
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",566
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",567
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",568
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",569
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",570
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 111)",571
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",572
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",573
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",574
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",575
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",576
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",577
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",578
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",579
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",580
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",581
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",582
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",583
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",584
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",585
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",586
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",587
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",588
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",589
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",590
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",591
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",592
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",593
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",594
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",595
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",596
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",597
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",598
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",599
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",600
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",601
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",602
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",603
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",604
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",605
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",606
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",607
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",608
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",609
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",610
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",611
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",612
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",613
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",614
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",615
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",616
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",617
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 104)",618
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",619
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",620
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",621
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",622
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 102)",623
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",624
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",625
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",626
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 110)",627
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 113)",628
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",629
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 109)",630
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 111)",631
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 111)",632
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 110)",633
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 113)",634
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 112)",635
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",636
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 113)",637
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 111)",638
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",639
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 112)",640
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",641
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 112)",642
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 111)",643
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",644
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 111)",645
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 111)",646
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 117)",647
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 117)",648
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 117)",649
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 117)",650
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",651
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 109)",652
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 109)",653
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 103)",654
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",655
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 107)",656
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",657
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 107)",658
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",659
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",660
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 108)",661
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 109)",662
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 108)",663
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 109)",664
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 107)",665
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 107)",666
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 110)",667
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 107)",668
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 105)",669
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",670
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 107)",671
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 107)",672
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",673
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 105)",674
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 109)",675
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 107)",676
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",677
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 106)",678
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 109)",679
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 106)",680
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 107)",681
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 108)",682
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 107)",683
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 108)",684
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 110)",685
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 110)",686
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 107)",687
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 107)",688
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 110)",689
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 109)",690
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",691
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 109)",692
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 113)",693
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 113)",694
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 113)",695
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 114)",696
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 114)",697
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 113)",698
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 114)",699
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 116)",700
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",701
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",702
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",703
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",704
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 117)",705
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",706
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 115)",707
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 112)",708
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 115)",709
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",710
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 111)",711
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 115)",712
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 115)",713
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 110)",714
"GP010016_fast.mp4_uca_lu01(369, 98)","(447, 113)",715
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 115)",716
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",717
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 115)",718
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",719
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",720
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 115)",721
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 113)",722
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 113)",723
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 115)",724
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",725
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",726
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 110)",727
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 113)",728
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 112)",729
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 111)",730
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 109)",731
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",732
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",733
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 111)",734
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 112)",735
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",736
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",737
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",738
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",739
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 113)",740
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",741
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",742
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",743
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 112)",744
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",745
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 110)",746
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",747
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 112)",748
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",749
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 112)",750
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 112)",751
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 114)",752
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 113)",753
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 114)",754
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 114)",755
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 113)",756
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 115)",757
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",758
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 115)",759
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 115)",760
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 115)",761
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 116)",762
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",763
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 114)",764
