file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,1836,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x11a0fdf30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",765
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 116)",766
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 117)",767
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",768
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",769
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 115)",770
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 117)",771
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 117)",772
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",773
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 116)",774
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",775
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 117)",776
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 117)",777
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 116)",778
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",779
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 117)",780
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",781
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",782
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 117)",783
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 117)",784
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 117)",785
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 116)",786
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 114)",787
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 122)",788
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 115)",789
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 116)",790
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 120)",791
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 116)",792
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 116)",793
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 115)",794
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",795
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 115)",796
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 117)",797
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 115)",798
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 115)",799
"GP010016_fast.mp4_uca_lu01(369, 98)","(448, 117)",800
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",801
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 117)",802
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",803
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 114)",804
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 114)",805
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 114)",806
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 114)",807
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 115)",808
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 114)",809
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",810
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",811
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",812
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 114)",813
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",814
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 122)",815
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",816
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 114)",817
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 114)",818
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",819
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 117)",820
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 117)",821
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 116)",822
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 117)",823
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 114)",824
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",825
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",826
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 114)",827
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 116)",828
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 116)",829
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 114)",830
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 116)",831
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 115)",832
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",833
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 113)",834
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 114)",835
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 113)",836
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",837
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 115)",838
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",839
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",840
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",841
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 113)",842
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",843
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 114)",844
"GP010016_fast.mp4_uca_lu01(369, 98)","(449, 121)",845
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 114)",846
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 114)",847
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 113)",848
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 116)",849
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",850
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",851
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",852
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",853
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",854
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",855
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",856
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",857
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",858
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",859
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",860
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 117)",861
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 117)",862
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 116)",863
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 113)",864
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",865
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 117)",866
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",867
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",868
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",869
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",870
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 117)",871
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",872
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",873
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",874
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",875
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",876
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 113)",877
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",878
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",879
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",880
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",881
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",882
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 113)",883
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 116)",884
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",885
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",886
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 118)",887
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",888
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 113)",889
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",890
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",891
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",892
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",893
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",894
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 113)",895
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",896
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",897
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",898
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",899
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",900
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",901
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",902
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 117)",903
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 118)",904
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 121)",905
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 122)",906
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 121)",907
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 120)",908
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 120)",909
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 120)",910
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 121)",911
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 121)",912
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 121)",913
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 121)",914
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 122)",915
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 120)",916
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 119)",917
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 122)",918
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",919
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 120)",920
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",921
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 120)",922
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 117)",923
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 117)",924
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 120)",925
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 120)",926
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",927
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 118)",928
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 120)",929
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 118)",930
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 117)",931
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 123)",932
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 123)",933
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 123)",934
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 119)",935
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",936
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 115)",937
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",938
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 120)",939
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 122)",940
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 119)",941
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 120)",942
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 120)",943
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 120)",944
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 120)",945
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 120)",946
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 120)",947
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",948
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",949
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 121)",950
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 123)",951
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 124)",952
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 123)",953
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 122)",954
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 123)",955
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 123)",956
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 123)",957
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 123)",958
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 124)",959
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 121)",960
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 124)",961
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 123)",962
"GP010016_fast.mp4_uca_lu01(369, 98)","(447, 121)",963
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 124)",964
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 123)",965
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",966
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",967
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 124)",968
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",969
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 124)",970
"GP010016_fast.mp4_uca_lu01(369, 98)","(451, 124)",971
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",972
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 122)",973
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 120)",974
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 117)",975
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",976
"GP010016_fast.mp4_uca_lu01(369, 98)","(446, 115)",977
"GP010016_fast.mp4_uca_lu01(369, 98)","(446, 116)",978
"GP010016_fast.mp4_uca_lu01(369, 98)","(452, 116)",979
"GP010016_fast.mp4_uca_lu01(369, 98)","(450, 113)",980
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 111)",981
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 116)",982
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 117)",983
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 114)",984
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 117)",985
"GP010016_fast.mp4_uca_lu01(369, 98)","(453, 122)",986
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 141)",987
"GP010016_fast.mp4_uca_lu01(369, 98)","(440, 141)",988
"GP010016_fast.mp4_uca_lu01(369, 98)","(440, 140)",989
"GP010016_fast.mp4_uca_lu01(369, 98)","(440, 141)",990
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 143)",991
"GP010016_fast.mp4_uca_lu01(369, 98)","(441, 141)",992
