file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,1824,1928.0,23.976023976023978,239,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x10f158f30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_lm01(446, 249)","(451, 343)",377
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 342)",378
"GP010016_fast.mp4_uca_lm01(446, 249)","(448, 344)",379
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 343)",380
"GP010016_fast.mp4_uca_lm01(446, 249)","(448, 342)",381
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 342)",382
"GP010016_fast.mp4_uca_lm01(446, 249)","(451, 341)",383
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 343)",384
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 342)",385
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 343)",386
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 341)",387
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 342)",388
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 341)",389
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 343)",390
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 341)",391
"GP010016_fast.mp4_uca_lm01(446, 249)","(452, 340)",392
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 343)",393
"GP010016_fast.mp4_uca_lm01(446, 249)","(452, 341)",394
"GP010016_fast.mp4_uca_lm01(446, 249)","(452, 341)",395
"GP010016_fast.mp4_uca_lm01(446, 249)","(451, 340)",396
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 342)",397
"GP010016_fast.mp4_uca_lm01(446, 249)","(448, 340)",398
"GP010016_fast.mp4_uca_lm01(446, 249)","(451, 342)",399
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 339)",400
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 341)",401
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 340)",402
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 340)",403
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 340)",404
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 337)",405
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 336)",406
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 332)",407
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 332)",408
"GP010016_fast.mp4_uca_lm01(446, 249)","(447, 329)",409
"GP010016_fast.mp4_uca_lm01(446, 249)","(448, 326)",410
"GP010016_fast.mp4_uca_lm01(446, 249)","(446, 325)",411
"GP010016_fast.mp4_uca_lm01(446, 249)","(441, 321)",412
"GP010016_fast.mp4_uca_lm01(446, 249)","(445, 317)",413
"GP010016_fast.mp4_uca_lm01(446, 249)","(448, 318)",414
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 315)",415
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 324)",416
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 316)",417
"GP010016_fast.mp4_uca_lm01(446, 249)","(446, 312)",418
"GP010016_fast.mp4_uca_lm01(446, 249)","(451, 316)",419
"GP010016_fast.mp4_uca_lm01(446, 249)","(452, 313)",420
"GP010016_fast.mp4_uca_lm01(446, 249)","(447, 312)",421
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 313)",422
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 310)",423
"GP010016_fast.mp4_uca_lm01(446, 249)","(441, 308)",424
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 311)",425
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 307)",426
"GP010016_fast.mp4_uca_lm01(446, 249)","(449, 313)",427
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 308)",428
"GP010016_fast.mp4_uca_lm01(446, 249)","(433, 306)",429
"GP010016_fast.mp4_uca_lm01(446, 249)","(452, 311)",430
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 309)",431
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 308)",432
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 308)",433
"GP010016_fast.mp4_uca_lm01(446, 249)","(433, 309)",434
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 309)",435
"GP010016_fast.mp4_uca_lm01(446, 249)","(428, 312)",436
"GP010016_fast.mp4_uca_lm01(446, 249)","(428, 312)",437
"GP010016_fast.mp4_uca_lm01(446, 249)","(434, 308)",438
"GP010016_fast.mp4_uca_lm01(446, 249)","(428, 314)",439
"GP010016_fast.mp4_uca_lm01(446, 249)","(427, 310)",440
"GP010016_fast.mp4_uca_lm01(446, 249)","(444, 309)",441
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 306)",442
"GP010016_fast.mp4_uca_lm01(446, 249)","(431, 305)",443
"GP010016_fast.mp4_uca_lm01(446, 249)","(428, 302)",444
"GP010016_fast.mp4_uca_lm01(446, 249)","(446, 308)",445
"GP010016_fast.mp4_uca_lm01(446, 249)","(445, 309)",446
"GP010016_fast.mp4_uca_lm01(446, 249)","(445, 309)",447
"GP010016_fast.mp4_uca_lm01(446, 249)","(425, 312)",448
"GP010016_fast.mp4_uca_lm01(446, 249)","(443, 311)",449
"GP010016_fast.mp4_uca_lm01(446, 249)","(431, 314)",450
"GP010016_fast.mp4_uca_lm01(446, 249)","(425, 310)",451
"GP010016_fast.mp4_uca_lm01(446, 249)","(443, 312)",452
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 304)",453
"GP010016_fast.mp4_uca_lm01(446, 249)","(444, 309)",454
"GP010016_fast.mp4_uca_lm01(446, 249)","(427, 302)",455
"GP010016_fast.mp4_uca_lm01(446, 249)","(444, 309)",456
"GP010016_fast.mp4_uca_lm01(446, 249)","(429, 302)",457
"GP010016_fast.mp4_uca_lm01(446, 249)","(424, 312)",458
"GP010016_fast.mp4_uca_lm01(446, 249)","(424, 312)",459
"GP010016_fast.mp4_uca_lm01(446, 249)","(444, 308)",460
"GP010016_fast.mp4_uca_lm01(446, 249)","(425, 306)",461
"GP010016_fast.mp4_uca_lm01(446, 249)","(425, 307)",462
"GP010016_fast.mp4_uca_lm01(446, 249)","(444, 309)",463
"GP010016_fast.mp4_uca_lm01(446, 249)","(443, 312)",464
"GP010016_fast.mp4_uca_lm01(446, 249)","(429, 308)",465
"GP010016_fast.mp4_uca_lm01(446, 249)","(425, 305)",466
"GP010016_fast.mp4_uca_lm01(446, 249)","(423, 304)",467
"GP010016_fast.mp4_uca_lm01(446, 249)","(424, 308)",468
"GP010016_fast.mp4_uca_lm01(446, 249)","(424, 307)",469
"GP010016_fast.mp4_uca_lm01(446, 249)","(423, 306)",470
"GP010016_fast.mp4_uca_lm01(446, 249)","(422, 301)",471
"GP010016_fast.mp4_uca_lm01(446, 249)","(424, 300)",472
"GP010016_fast.mp4_uca_lm01(446, 249)","(424, 297)",473
"GP010016_fast.mp4_uca_lm01(446, 249)","(431, 297)",474
"GP010016_fast.mp4_uca_lm01(446, 249)","(430, 295)",475
"GP010016_fast.mp4_uca_lm01(446, 249)","(431, 295)",476
"GP010016_fast.mp4_uca_lm01(446, 249)","(430, 295)",477
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 295)",478
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 296)",479
"GP010016_fast.mp4_uca_lm01(446, 249)","(433, 291)",480
"GP010016_fast.mp4_uca_lm01(446, 249)","(433, 291)",481
"GP010016_fast.mp4_uca_lm01(446, 249)","(431, 295)",482
"GP010016_fast.mp4_uca_lm01(446, 249)","(433, 295)",483
"GP010016_fast.mp4_uca_lm01(446, 249)","(434, 292)",484
"GP010016_fast.mp4_uca_lm01(446, 249)","(433, 290)",485
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 296)",486
"GP010016_fast.mp4_uca_lm01(446, 249)","(433, 290)",487
"GP010016_fast.mp4_uca_lm01(446, 249)","(437, 291)",488
"GP010016_fast.mp4_uca_lm01(446, 249)","(434, 295)",489
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 297)",490
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 297)",491
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 291)",492
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 291)",493
"GP010016_fast.mp4_uca_lm01(446, 249)","(437, 293)",494
"GP010016_fast.mp4_uca_lm01(446, 249)","(440, 291)",495
"GP010016_fast.mp4_uca_lm01(446, 249)","(437, 293)",496
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 291)",497
"GP010016_fast.mp4_uca_lm01(446, 249)","(440, 291)",498
"GP010016_fast.mp4_uca_lm01(446, 249)","(442, 290)",499
"GP010016_fast.mp4_uca_lm01(446, 249)","(441, 290)",500
"GP010016_fast.mp4_uca_lm01(446, 249)","(442, 290)",501
"GP010016_fast.mp4_uca_lm01(446, 249)","(442, 290)",502
"GP010016_fast.mp4_uca_lm01(446, 249)","(442, 290)",503
"GP010016_fast.mp4_uca_lm01(446, 249)","(442, 289)",504
"GP010016_fast.mp4_uca_lm01(446, 249)","(447, 287)",505
"GP010016_fast.mp4_uca_lm01(446, 249)","(444, 287)",506
"GP010016_fast.mp4_uca_lm01(446, 249)","(442, 290)",507
"GP010016_fast.mp4_uca_lm01(446, 249)","(442, 289)",508
"GP010016_fast.mp4_uca_lm01(446, 249)","(443, 289)",509
"GP010016_fast.mp4_uca_lm01(446, 249)","(443, 290)",510
"GP010016_fast.mp4_uca_lm01(446, 249)","(442, 290)",511
"GP010016_fast.mp4_uca_lm01(446, 249)","(442, 290)",512
"GP010016_fast.mp4_uca_lm01(446, 249)","(442, 289)",513
"GP010016_fast.mp4_uca_lm01(446, 249)","(443, 288)",514
"GP010016_fast.mp4_uca_lm01(446, 249)","(440, 290)",515
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 290)",516
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 290)",517
"GP010016_fast.mp4_uca_lm01(446, 249)","(440, 290)",518
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 289)",519
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 289)",520
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 289)",521
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 289)",522
"GP010016_fast.mp4_uca_lm01(446, 249)","(438, 289)",523
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 289)",524
"GP010016_fast.mp4_uca_lm01(446, 249)","(440, 288)",525
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 287)",526
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 286)",527
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 286)",528
"GP010016_fast.mp4_uca_lm01(446, 249)","(438, 288)",529
"GP010016_fast.mp4_uca_lm01(446, 249)","(438, 286)",530
"GP010016_fast.mp4_uca_lm01(446, 249)","(438, 285)",531
"GP010016_fast.mp4_uca_lm01(446, 249)","(438, 285)",532
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 284)",533
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 284)",534
"GP010016_fast.mp4_uca_lm01(446, 249)","(438, 284)",535
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 286)",536
"GP010016_fast.mp4_uca_lm01(446, 249)","(432, 287)",537
"GP010016_fast.mp4_uca_lm01(446, 249)","(437, 283)",538
"GP010016_fast.mp4_uca_lm01(446, 249)","(429, 287)",539
"GP010016_fast.mp4_uca_lm01(446, 249)","(435, 286)",540
"GP010016_fast.mp4_uca_lm01(446, 249)","(437, 284)",541
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 284)",542
"GP010016_fast.mp4_uca_lm01(446, 249)","(437, 284)",543
"GP010016_fast.mp4_uca_lm01(446, 249)","(437, 284)",544
"GP010016_fast.mp4_uca_lm01(446, 249)","(439, 281)",545
"GP010016_fast.mp4_uca_lm01(446, 249)","(442, 281)",546
"GP010016_fast.mp4_uca_lm01(446, 249)","(438, 282)",547
"GP010016_fast.mp4_uca_lm01(446, 249)","(434, 282)",548
"GP010016_fast.mp4_uca_lm01(446, 249)","(437, 283)",549
"GP010016_fast.mp4_uca_lm01(446, 249)","(438, 279)",550
"GP010016_fast.mp4_uca_lm01(446, 249)","(438, 282)",551
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 280)",552
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 282)",553
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 282)",554
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 282)",555
"GP010016_fast.mp4_uca_lm01(446, 249)","(435, 281)",556
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 282)",557
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 283)",558
"GP010016_fast.mp4_uca_lm01(446, 249)","(435, 282)",559
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 282)",560
"GP010016_fast.mp4_uca_lm01(446, 249)","(438, 281)",561
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 282)",562
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 282)",563
"GP010016_fast.mp4_uca_lm01(446, 249)","(435, 281)",564
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 282)",565
"GP010016_fast.mp4_uca_lm01(446, 249)","(436, 282)",566
"GP010016_fast.mp4_uca_lm01(446, 249)","(435, 282)",567
"GP010016_fast.mp4_uca_lm01(446, 249)","(437, 280)",568
"GP010016_fast.mp4_uca_lm01(446, 249)","(438, 279)",569
"GP010016_fast.mp4_uca_lm01(446, 249)","(438, 278)",570
"GP010016_fast.mp4_uca_lm01(446, 249)","(435, 276)",571
"GP010016_fast.mp4_uca_lm01(446, 249)","(437, 274)",572
"GP010016_fast.mp4_uca_lm01(446, 249)","(441, 273)",573
"GP010016_fast.mp4_uca_lm01(446, 249)","(441, 271)",574
"GP010016_fast.mp4_uca_lm01(446, 249)","(446, 268)",575
"GP010016_fast.mp4_uca_lm01(446, 249)","(447, 267)",576
"GP010016_fast.mp4_uca_lm01(446, 249)","(448, 267)",577
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 265)",578
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 265)",579
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 265)",580
"GP010016_fast.mp4_uca_lm01(446, 249)","(451, 265)",581
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 265)",582
"GP010016_fast.mp4_uca_lm01(446, 249)","(448, 266)",583
"GP010016_fast.mp4_uca_lm01(446, 249)","(448, 266)",584
"GP010016_fast.mp4_uca_lm01(446, 249)","(452, 264)",585
"GP010016_fast.mp4_uca_lm01(446, 249)","(451, 264)",586
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 263)",587
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 262)",588
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 263)",589
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 264)",590
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 264)",591
"GP010016_fast.mp4_uca_lm01(446, 249)","(451, 264)",592
"GP010016_fast.mp4_uca_lm01(446, 249)","(452, 264)",593
"GP010016_fast.mp4_uca_lm01(446, 249)","(452, 264)",594
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 264)",595
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 264)",596
"GP010016_fast.mp4_uca_lm01(446, 249)","(452, 264)",597
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 264)",598
"GP010016_fast.mp4_uca_lm01(446, 249)","(452, 264)",599
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 264)",600
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 264)",601
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 263)",602
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 260)",603
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 258)",604
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 259)",605
"GP010016_fast.mp4_uca_lm01(446, 249)","(452, 259)",606
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 259)",607
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 259)",608
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 258)",609
"GP010016_fast.mp4_uca_lm01(446, 249)","(452, 259)",610
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 260)",611
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 261)",612
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 260)",613
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 256)",614
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 256)",615
"GP010016_fast.mp4_uca_lm01(446, 249)","(450, 256)",616
"GP010016_fast.mp4_uca_lm01(446, 249)","(444, 241)",617
"GP010016_fast.mp4_uca_lm01(446, 249)","(453, 220)",618
