file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,1811,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x10f93bf30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 90)",368
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 90)",369
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 90)",370
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 90)",371
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 90)",372
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 90)",373
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 90)",374
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 89)",375
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 90)",376
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 89)",377
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 90)",378
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 89)",379
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 90)",380
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 92)",381
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",382
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",383
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 91)",384
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",385
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 93)",386
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",387
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 92)",388
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",389
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",390
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 93)",391
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 91)",392
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 92)",393
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 92)",394
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 92)",395
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 92)",396
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 92)",397
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 91)",398
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 92)",399
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 91)",400
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",401
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",402
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",403
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 92)",404
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",405
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",406
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",407
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 92)",408
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 92)",409
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",410
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 92)",411
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",412
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 93)",413
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",414
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 91)",415
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 93)",416
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",417
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",418
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 92)",419
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 92)",420
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",421
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",422
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",423
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",424
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 94)",425
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",426
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 92)",427
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",428
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 92)",429
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",430
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 92)",431
"GP010016_fast.mp4_uca_nc00(225, 133)","(213, 93)",432
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 92)",433
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 93)",434
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",435
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 92)",436
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 94)",437
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",438
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",439
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",440
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",441
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",442
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",443
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",444
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 94)",445
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",446
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 91)",447
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",448
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 92)",449
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",450
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",451
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",452
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",453
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 91)",454
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 91)",455
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 91)",456
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",457
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 91)",458
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",459
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",460
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",461
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",462
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",463
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",464
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",465
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",466
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",467
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",468
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",469
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",470
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",471
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",472
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",473
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",474
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",475
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 90)",476
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 91)",477
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 90)",478
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",479
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",480
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",481
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",482
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",483
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",484
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",485
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",486
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 93)",487
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",488
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",489
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",490
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 90)",491
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 89)",492
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",493
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 92)",494
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",495
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",496
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",497
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",498
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",499
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",500
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",501
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",502
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 91)",503
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",504
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",505
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",506
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 91)",507
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",508
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",509
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",510
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",511
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 92)",512
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",513
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",514
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",515
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 98)",516
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 98)",517
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 98)",518
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 98)",519
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 98)",520
"GP010016_fast.mp4_uca_nc00(225, 133)","(213, 98)",521
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 98)",522
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 95)",523
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 98)",524
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 91)",525
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 98)",526
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",527
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",528
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 98)",529
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 93)",530
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 93)",531
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 98)",532
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 90)",533
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 98)",534
"GP010016_fast.mp4_uca_nc00(225, 133)","(213, 98)",535
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 90)",536
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",537
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 98)",538
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",539
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 97)",540
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 90)",541
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 91)",542
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 91)",543
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 92)",544
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",545
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 92)",546
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",547
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 92)",548
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 90)",549
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 92)",550
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 92)",551
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 92)",552
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",553
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 91)",554
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 91)",555
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 91)",556
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",557
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 92)",558
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",559
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 92)",560
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 92)",561
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",562
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",563
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",564
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",565
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",566
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",567
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",568
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",569
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 92)",570
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",571
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",572
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",573
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 91)",574
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 91)",575
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",576
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 89)",577
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",578
"GP010016_fast.mp4_uca_nc00(225, 133)","(213, 98)",579
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",580
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 90)",581
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",582
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",583
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 92)",584
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 90)",585
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 90)",586
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",587
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",588
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 90)",589
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 90)",590
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 90)",591
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",592
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 92)",593
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 90)",594
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",595
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",596
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",597
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",598
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",599
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 90)",600
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 90)",601
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 92)",602
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",603
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 91)",604
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 92)",605
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 92)",606
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 92)",607
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 91)",608
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 91)",609
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 91)",610
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 90)",611
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",612
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 90)",613
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 91)",614
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 90)",615
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 90)",616
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 91)",617
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 90)",618
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 92)",619
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 90)",620
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 90)",621
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 90)",622
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 89)",623
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 89)",624
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 89)",625
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 89)",626
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 89)",627
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 89)",628
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 89)",629
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 88)",630
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 88)",631
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 88)",632
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 88)",633
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 90)",634
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 88)",635
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 88)",636
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 88)",637
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 88)",638
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 88)",639
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 88)",640
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 88)",641
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 88)",642
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 89)",643
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 89)",644
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 88)",645
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 88)",646
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 88)",647
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 87)",648
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 87)",649
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 86)",650
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 85)",651
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 86)",652
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 84)",653
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 83)",654
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 83)",655
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 83)",656
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 83)",657
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 83)",658
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 83)",659
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 82)",660
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 82)",661
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 83)",662
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 85)",663
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 84)",664
"GP010016_fast.mp4_uca_nc00(225, 133)","(231, 82)",665
"GP010016_fast.mp4_uca_nc00(225, 133)","(229, 82)",666
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 82)",667
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 82)",668
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 82)",669
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 80)",670
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 82)",671
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 82)",672
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 79)",673
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 78)",674
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 79)",675
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 86)",676
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 79)",677
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 79)",678
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 78)",679
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",680
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 79)",681
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 80)",682
"GP010016_fast.mp4_uca_nc00(225, 133)","(217, 79)",683
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 81)",684
"GP010016_fast.mp4_uca_nc00(225, 133)","(213, 81)",685
"GP010016_fast.mp4_uca_nc00(225, 133)","(213, 81)",686
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 81)",687
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",688
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 80)",689
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 81)",690
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",691
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",692
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",693
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",694
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",695
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",696
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",697
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",698
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",699
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",700
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",701
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",702
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",703
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 79)",704
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",705
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",706
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 80)",707
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",708
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",709
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",710
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",711
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 81)",712
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",713
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",714
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",715
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",716
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",717
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",718
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",719
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 82)",720
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",721
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 81)",722
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",723
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",724
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",725
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",726
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",727
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",728
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",729
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",730
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",731
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 79)",732
"GP010016_fast.mp4_uca_nc00(225, 133)","(213, 81)",733
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",734
"GP010016_fast.mp4_uca_nc00(225, 133)","(213, 81)",735
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 80)",736
"GP010016_fast.mp4_uca_nc00(225, 133)","(213, 81)",737
"GP010016_fast.mp4_uca_nc00(225, 133)","(213, 81)",738
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 79)",739
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 80)",740
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 81)",741
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",742
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 81)",743
"GP010016_fast.mp4_uca_nc00(225, 133)","(205, 87)",744
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",745
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 79)",746
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",747
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 80)",748
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 81)",749
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 81)",750
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",751
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",752
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",753
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 82)",754
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 81)",755
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 82)",756
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",757
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 82)",758
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",759
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 81)",760
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 81)",761
