file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,1811,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x10f93bf30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 82)",762
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",763
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 81)",764
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 80)",765
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",766
"GP010016_fast.mp4_uca_nc00(225, 133)","(209, 82)",767
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",768
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 81)",769
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 81)",770
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",771
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",772
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",773
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",774
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",775
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 82)",776
"GP010016_fast.mp4_uca_nc00(225, 133)","(210, 81)",777
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",778
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",779
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",780
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",781
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",782
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",783
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",784
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",785
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",786
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",787
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",788
"GP010016_fast.mp4_uca_nc00(225, 133)","(212, 81)",789
"GP010016_fast.mp4_uca_nc00(225, 133)","(211, 81)",790
"GP010016_fast.mp4_uca_nc00(225, 133)","(214, 81)",791
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",792
"GP010016_fast.mp4_uca_nc00(225, 133)","(215, 81)",793
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 81)",794
"GP010016_fast.mp4_uca_nc00(225, 133)","(216, 81)",795
"GP010016_fast.mp4_uca_nc00(225, 133)","(218, 80)",796
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 80)",797
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 80)",798
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 80)",799
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 80)",800
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 80)",801
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 80)",802
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 80)",803
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 80)",804
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 80)",805
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 80)",806
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 80)",807
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 80)",808
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 80)",809
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 79)",810
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 82)",811
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 79)",812
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 79)",813
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 80)",814
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 79)",815
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 79)",816
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 80)",817
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 79)",818
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 79)",819
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 79)",820
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 79)",821
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 79)",822
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 78)",823
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 79)",824
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 78)",825
"GP010016_fast.mp4_uca_nc00(225, 133)","(222, 78)",826
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 77)",827
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 79)",828
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 84)",829
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 85)",830
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 83)",831
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 81)",832
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 78)",833
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 78)",834
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 77)",835
"GP010016_fast.mp4_uca_nc00(225, 133)","(221, 84)",836
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 78)",837
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 85)",838
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 78)",839
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 77)",840
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 84)",841
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 78)",842
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 78)",843
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 78)",844
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 78)",845
"GP010016_fast.mp4_uca_nc00(225, 133)","(219, 85)",846
"GP010016_fast.mp4_uca_nc00(225, 133)","(220, 84)",847
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 77)",848
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 78)",849
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 76)",850
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 77)",851
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 78)",852
"GP010016_fast.mp4_uca_nc00(225, 133)","(223, 76)",853
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 77)",854
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 75)",855
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 75)",856
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 75)",857
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 77)",858
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 78)",859
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 78)",860
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 76)",861
"GP010016_fast.mp4_uca_nc00(225, 133)","(224, 70)",862
"GP010016_fast.mp4_uca_nc00(225, 133)","(229, 80)",863
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 77)",864
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 78)",865
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 78)",866
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 73)",867
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 68)",868
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 66)",869
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 66)",870
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 69)",871
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 65)",872
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 68)",873
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 65)",874
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 67)",875
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 67)",876
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 67)",877
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 68)",878
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 67)",879
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 63)",880
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 59)",881
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 74)",882
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 64)",883
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 64)",884
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 67)",885
"GP010016_fast.mp4_uca_nc00(225, 133)","(225, 71)",886
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 67)",887
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 67)",888
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 72)",889
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 66)",890
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 66)",891
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 66)",892
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 67)",893
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 68)",894
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 67)",895
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 68)",896
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 68)",897
"GP010016_fast.mp4_uca_nc00(225, 133)","(229, 65)",898
"GP010016_fast.mp4_uca_nc00(225, 133)","(229, 64)",899
"GP010016_fast.mp4_uca_nc00(225, 133)","(230, 63)",900
"GP010016_fast.mp4_uca_nc00(225, 133)","(232, 62)",901
"GP010016_fast.mp4_uca_nc00(225, 133)","(228, 67)",902
"GP010016_fast.mp4_uca_nc00(225, 133)","(229, 67)",903
"GP010016_fast.mp4_uca_nc00(225, 133)","(230, 67)",904
"GP010016_fast.mp4_uca_nc00(225, 133)","(226, 69)",905
"GP010016_fast.mp4_uca_nc00(225, 133)","(232, 66)",906
"GP010016_fast.mp4_uca_nc00(225, 133)","(231, 66)",907
"GP010016_fast.mp4_uca_nc00(225, 133)","(231, 64)",908
"GP010016_fast.mp4_uca_nc00(225, 133)","(230, 64)",909
"GP010016_fast.mp4_uca_nc00(225, 133)","(232, 66)",910
"GP010016_fast.mp4_uca_nc00(225, 133)","(231, 64)",911
"GP010016_fast.mp4_uca_nc00(225, 133)","(232, 66)",912
"GP010016_fast.mp4_uca_nc00(225, 133)","(232, 65)",913
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",914
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 63)",915
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",916
"GP010016_fast.mp4_uca_nc00(225, 133)","(232, 65)",917
"GP010016_fast.mp4_uca_nc00(225, 133)","(232, 64)",918
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",919
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",920
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",921
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 63)",922
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",923
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",924
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",925
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",926
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 63)",927
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",928
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 63)",929
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 63)",930
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 63)",931
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 63)",932
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",933
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 64)",934
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 63)",935
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 63)",936
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",937
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",938
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 65)",939
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",940
"GP010016_fast.mp4_uca_nc00(225, 133)","(233, 62)",941
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 63)",942
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",943
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 63)",944
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 63)",945
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 63)",946
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",947
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 63)",948
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",949
"GP010016_fast.mp4_uca_nc00(225, 133)","(233, 61)",950
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",951
"GP010016_fast.mp4_uca_nc00(225, 133)","(233, 63)",952
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",953
"GP010016_fast.mp4_uca_nc00(225, 133)","(229, 61)",954
"GP010016_fast.mp4_uca_nc00(225, 133)","(233, 63)",955
"GP010016_fast.mp4_uca_nc00(225, 133)","(233, 61)",956
"GP010016_fast.mp4_uca_nc00(225, 133)","(229, 62)",957
"GP010016_fast.mp4_uca_nc00(225, 133)","(230, 61)",958
"GP010016_fast.mp4_uca_nc00(225, 133)","(231, 63)",959
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 62)",960
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 63)",961
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",962
"GP010016_fast.mp4_uca_nc00(225, 133)","(227, 66)",963
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 64)",964
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",965
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",966
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",967
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",968
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 63)",969
"GP010016_fast.mp4_uca_nc00(225, 133)","(239, 61)",970
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 64)",971
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",972
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",973
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 63)",974
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 64)",975
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 65)",976
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 64)",977
"GP010016_fast.mp4_uca_nc00(225, 133)","(235, 63)",978
"GP010016_fast.mp4_uca_nc00(225, 133)","(233, 63)",979
"GP010016_fast.mp4_uca_nc00(225, 133)","(233, 64)",980
"GP010016_fast.mp4_uca_nc00(225, 133)","(237, 63)",981
"GP010016_fast.mp4_uca_nc00(225, 133)","(236, 63)",982
"GP010016_fast.mp4_uca_nc00(225, 133)","(237, 65)",983
"GP010016_fast.mp4_uca_nc00(225, 133)","(234, 63)",984
"GP010016_fast.mp4_uca_nc00(225, 133)","(233, 62)",985
"GP010016_fast.mp4_uca_nc00(225, 133)","(233, 65)",986
"GP010016_fast.mp4_uca_nc00(225, 133)","(240, 65)",987
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 63)",988
"GP010016_fast.mp4_uca_nc00(225, 133)","(241, 65)",989
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 65)",990
"GP010016_fast.mp4_uca_nc00(225, 133)","(239, 65)",991
"GP010016_fast.mp4_uca_nc00(225, 133)","(241, 66)",992
"GP010016_fast.mp4_uca_nc00(225, 133)","(243, 64)",993
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 66)",994
"GP010016_fast.mp4_uca_nc00(225, 133)","(243, 65)",995
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 67)",996
"GP010016_fast.mp4_uca_nc00(225, 133)","(243, 63)",997
"GP010016_fast.mp4_uca_nc00(225, 133)","(241, 66)",998
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 62)",999
"GP010016_fast.mp4_uca_nc00(225, 133)","(243, 68)",1000
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 67)",1001
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 68)",1002
"GP010016_fast.mp4_uca_nc00(225, 133)","(243, 68)",1003
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 69)",1004
"GP010016_fast.mp4_uca_nc00(225, 133)","(241, 65)",1005
"GP010016_fast.mp4_uca_nc00(225, 133)","(244, 68)",1006
"GP010016_fast.mp4_uca_nc00(225, 133)","(243, 68)",1007
"GP010016_fast.mp4_uca_nc00(225, 133)","(240, 64)",1008
"GP010016_fast.mp4_uca_nc00(225, 133)","(246, 62)",1009
"GP010016_fast.mp4_uca_nc00(225, 133)","(248, 70)",1010
"GP010016_fast.mp4_uca_nc00(225, 133)","(248, 70)",1011
"GP010016_fast.mp4_uca_nc00(225, 133)","(244, 69)",1012
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 69)",1013
"GP010016_fast.mp4_uca_nc00(225, 133)","(247, 62)",1014
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 69)",1015
"GP010016_fast.mp4_uca_nc00(225, 133)","(248, 70)",1016
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 66)",1017
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 68)",1018
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 69)",1019
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 70)",1020
"GP010016_fast.mp4_uca_nc00(225, 133)","(243, 67)",1021
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 66)",1022
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 68)",1023
"GP010016_fast.mp4_uca_nc00(225, 133)","(242, 70)",1024
"GP010016_fast.mp4_uca_nc00(225, 133)","(246, 67)",1025
"GP010016_fast.mp4_uca_nc00(225, 133)","(250, 67)",1026
"GP010016_fast.mp4_uca_nc00(225, 133)","(245, 67)",1027
"GP010016_fast.mp4_uca_nc00(225, 133)","(250, 65)",1028
"GP010016_fast.mp4_uca_nc00(225, 133)","(243, 69)",1029
"GP010016_fast.mp4_uca_nc00(225, 133)","(245, 67)",1030
"GP010016_fast.mp4_uca_nc00(225, 133)","(245, 68)",1031
"GP010016_fast.mp4_uca_nc00(225, 133)","(244, 65)",1032
"GP010016_fast.mp4_uca_nc00(225, 133)","(243, 69)",1033
"GP010016_fast.mp4_uca_nc00(225, 133)","(244, 68)",1034
"GP010016_fast.mp4_uca_nc00(225, 133)","(243, 69)",1035
"GP010016_fast.mp4_uca_nc00(225, 133)","(244, 68)",1036
"GP010016_fast.mp4_uca_nc00(225, 133)","(244, 65)",1037
"GP010016_fast.mp4_uca_nc00(225, 133)","(245, 67)",1038
"GP010016_fast.mp4_uca_nc00(225, 133)","(245, 67)",1039
"GP010016_fast.mp4_uca_nc00(225, 133)","(244, 63)",1040
"GP010016_fast.mp4_uca_nc00(225, 133)","(244, 63)",1041
"GP010016_fast.mp4_uca_nc00(225, 133)","(245, 63)",1042
"GP010016_fast.mp4_uca_nc00(225, 133)","(243, 69)",1043
"GP010016_fast.mp4_uca_nc00(225, 133)","(244, 65)",1044
"GP010016_fast.mp4_uca_nc00(225, 133)","(246, 63)",1045
"GP010016_fast.mp4_uca_nc00(225, 133)","(243, 69)",1046
"GP010016_fast.mp4_uca_nc00(225, 133)","(246, 63)",1047
"GP010016_fast.mp4_uca_nc00(225, 133)","(246, 65)",1048
"GP010016_fast.mp4_uca_nc00(225, 133)","(248, 63)",1049
"GP010016_fast.mp4_uca_nc00(225, 133)","(245, 64)",1050
"GP010016_fast.mp4_uca_nc00(225, 133)","(249, 64)",1051
"GP010016_fast.mp4_uca_nc00(225, 133)","(247, 63)",1052
"GP010016_fast.mp4_uca_nc00(225, 133)","(248, 63)",1053
"GP010016_fast.mp4_uca_nc00(225, 133)","(250, 62)",1054
"GP010016_fast.mp4_uca_nc00(225, 133)","(251, 63)",1055
"GP010016_fast.mp4_uca_nc00(225, 133)","(263, 57)",1056
"GP010016_fast.mp4_uca_nc00(225, 133)","(261, 58)",1057
"GP010016_fast.mp4_uca_nc00(225, 133)","(261, 55)",1058
"GP010016_fast.mp4_uca_nc00(225, 133)","(258, 55)",1059
"GP010016_fast.mp4_uca_nc00(225, 133)","(271, 54)",1060
"GP010016_fast.mp4_uca_nc00(225, 133)","(260, 59)",1061
"GP010016_fast.mp4_uca_nc00(225, 133)","(270, 58)",1062
"GP010016_fast.mp4_uca_nc00(225, 133)","(273, 51)",1063
"GP010016_fast.mp4_uca_nc00(225, 133)","(272, 53)",1064
"GP010016_fast.mp4_uca_nc00(225, 133)","(274, 56)",1065
"GP010016_fast.mp4_uca_nc00(225, 133)","(260, 59)",1066
"GP010016_fast.mp4_uca_nc00(225, 133)","(263, 57)",1067
"GP010016_fast.mp4_uca_nc00(225, 133)","(278, 61)",1068
"GP010016_fast.mp4_uca_nc00(225, 133)","(280, 62)",1069
"GP010016_fast.mp4_uca_nc00(225, 133)","(281, 62)",1070
"GP010016_fast.mp4_uca_nc00(225, 133)","(280, 61)",1071
"GP010016_fast.mp4_uca_nc00(225, 133)","(281, 60)",1072
"GP010016_fast.mp4_uca_nc00(225, 133)","(280, 60)",1073
"GP010016_fast.mp4_uca_nc00(225, 133)","(281, 61)",1074
"GP010016_fast.mp4_uca_nc00(225, 133)","(281, 61)",1075
"GP010016_fast.mp4_uca_nc00(225, 133)","(280, 60)",1076
"GP010016_fast.mp4_uca_nc00(225, 133)","(276, 61)",1077
"GP010016_fast.mp4_uca_nc00(225, 133)","(276, 59)",1078
"GP010016_fast.mp4_uca_nc00(225, 133)","(276, 62)",1079
"GP010016_fast.mp4_uca_nc00(225, 133)","(276, 59)",1080
"GP010016_fast.mp4_uca_nc00(225, 133)","(277, 59)",1081
"GP010016_fast.mp4_uca_nc00(225, 133)","(276, 60)",1082
"GP010016_fast.mp4_uca_nc00(225, 133)","(277, 59)",1083
"GP010016_fast.mp4_uca_nc00(225, 133)","(277, 59)",1084
"GP010016_fast.mp4_uca_nc00(225, 133)","(276, 57)",1085
"GP010016_fast.mp4_uca_nc00(225, 133)","(277, 60)",1086
"GP010016_fast.mp4_uca_nc00(225, 133)","(277, 59)",1087
"GP010016_fast.mp4_uca_nc00(225, 133)","(276, 59)",1088
"GP010016_fast.mp4_uca_nc00(225, 133)","(277, 59)",1089
"GP010016_fast.mp4_uca_nc00(225, 133)","(275, 60)",1090
"GP010016_fast.mp4_uca_nc00(225, 133)","(279, 59)",1091
"GP010016_fast.mp4_uca_nc00(225, 133)","(273, 60)",1092
"GP010016_fast.mp4_uca_nc00(225, 133)","(280, 61)",1093
"GP010016_fast.mp4_uca_nc00(225, 133)","(285, 65)",1094
"GP010016_fast.mp4_uca_nc00(225, 133)","(285, 67)",1095
"GP010016_fast.mp4_uca_nc00(225, 133)","(279, 60)",1096
"GP010016_fast.mp4_uca_nc00(225, 133)","(279, 61)",1097
"GP010016_fast.mp4_uca_nc00(225, 133)","(282, 59)",1098
"GP010016_fast.mp4_uca_nc00(225, 133)","(277, 59)",1099
"GP010016_fast.mp4_uca_nc00(225, 133)","(278, 59)",1100
"GP010016_fast.mp4_uca_nc00(225, 133)","(280, 60)",1101
"GP010016_fast.mp4_uca_nc00(225, 133)","(278, 59)",1102
"GP010016_fast.mp4_uca_nc00(225, 133)","(280, 60)",1103
"GP010016_fast.mp4_uca_nc00(225, 133)","(278, 59)",1104
"GP010016_fast.mp4_uca_nc00(225, 133)","(277, 59)",1105
"GP010016_fast.mp4_uca_nc00(225, 133)","(280, 60)",1106
"GP010016_fast.mp4_uca_nc00(225, 133)","(277, 59)",1107
"GP010016_fast.mp4_uca_nc00(225, 133)","(278, 58)",1108
"GP010016_fast.mp4_uca_nc00(225, 133)","(278, 58)",1109
"GP010016_fast.mp4_uca_nc00(225, 133)","(272, 55)",1110
"GP010016_fast.mp4_uca_nc00(225, 133)","(273, 55)",1111
"GP010016_fast.mp4_uca_nc00(225, 133)","(273, 55)",1112
"GP010016_fast.mp4_uca_nc00(225, 133)","(271, 55)",1113
"GP010016_fast.mp4_uca_nc00(225, 133)","(272, 54)",1114
"GP010016_fast.mp4_uca_nc00(225, 133)","(271, 54)",1115
"GP010016_fast.mp4_uca_nc00(225, 133)","(274, 52)",1116
"GP010016_fast.mp4_uca_nc00(225, 133)","(272, 54)",1117
"GP010016_fast.mp4_uca_nc00(225, 133)","(274, 52)",1118
"GP010016_fast.mp4_uca_nc00(225, 133)","(274, 52)",1119
"GP010016_fast.mp4_uca_nc00(225, 133)","(274, 52)",1120
"GP010016_fast.mp4_uca_nc00(225, 133)","(272, 54)",1121
"GP010016_fast.mp4_uca_nc00(225, 133)","(274, 53)",1122
"GP010016_fast.mp4_uca_nc00(225, 133)","(277, 52)",1123
"GP010016_fast.mp4_uca_nc00(225, 133)","(273, 54)",1124
"GP010016_fast.mp4_uca_nc00(225, 133)","(272, 55)",1125
"GP010016_fast.mp4_uca_nc00(225, 133)","(275, 53)",1126
"GP010016_fast.mp4_uca_nc00(225, 133)","(272, 53)",1127
"GP010016_fast.mp4_uca_nc00(225, 133)","(274, 52)",1128
"GP010016_fast.mp4_uca_nc00(225, 133)","(274, 53)",1129
"GP010016_fast.mp4_uca_nc00(225, 133)","(264, 47)",1130
"GP010016_fast.mp4_uca_nc00(225, 133)","(271, 54)",1131
"GP010016_fast.mp4_uca_nc00(225, 133)","(274, 55)",1132
"GP010016_fast.mp4_uca_nc00(225, 133)","(273, 54)",1133
"GP010016_fast.mp4_uca_nc00(225, 133)","(265, 47)",1134
"GP010016_fast.mp4_uca_nc00(225, 133)","(267, 45)",1135
"GP010016_fast.mp4_uca_nc00(225, 133)","(272, 54)",1136
"GP010016_fast.mp4_uca_nc00(225, 133)","(273, 52)",1137
"GP010016_fast.mp4_uca_nc00(225, 133)","(274, 52)",1138
"GP010016_fast.mp4_uca_nc00(225, 133)","(274, 52)",1139
"GP010016_fast.mp4_uca_nc00(225, 133)","(273, 54)",1140
"GP010016_fast.mp4_uca_nc00(225, 133)","(273, 52)",1141
"GP010016_fast.mp4_uca_nc00(225, 133)","(270, 53)",1142
"GP010016_fast.mp4_uca_nc00(225, 133)","(271, 55)",1143
"GP010016_fast.mp4_uca_nc00(225, 133)","(270, 55)",1144
"GP010016_fast.mp4_uca_nc00(225, 133)","(272, 56)",1145
"GP010016_fast.mp4_uca_nc00(225, 133)","(267, 56)",1146
"GP010016_fast.mp4_uca_nc00(225, 133)","(270, 54)",1147
"GP010016_fast.mp4_uca_nc00(225, 133)","(269, 55)",1148
"GP010016_fast.mp4_uca_nc00(225, 133)","(271, 56)",1149
"GP010016_fast.mp4_uca_nc00(225, 133)","(269, 57)",1150
"GP010016_fast.mp4_uca_nc00(225, 133)","(264, 49)",1151
