file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,1806,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x110d6af30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 20)",366
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 20)",367
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 19)",368
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 20)",369
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 20)",370
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 19)",371
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 19)",372
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 19)",373
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 20)",374
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 20)",375
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 20)",376
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 19)",377
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 20)",378
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 20)",379
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 20)",380
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 20)",381
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 20)",382
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 20)",383
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 20)",384
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 20)",385
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 19)",386
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 19)",387
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 19)",388
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 19)",389
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 19)",390
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 17)",391
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 19)",392
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 19)",393
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 19)",394
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 19)",395
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 19)",396
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 19)",397
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 19)",398
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 19)",399
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 19)",400
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 19)",401
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 19)",402
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 19)",403
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 19)",404
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 19)",405
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 19)",406
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 18)",407
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 18)",408
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 17)",409
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",410
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 17)",411
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 18)",412
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",413
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 18)",414
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",415
"GP010016_fast.mp4_uca_nw01(52, 85)","(69, 18)",416
"GP010016_fast.mp4_uca_nw01(52, 85)","(68, 18)",417
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",418
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",419
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 19)",420
"GP010016_fast.mp4_uca_nw01(52, 85)","(69, 18)",421
"GP010016_fast.mp4_uca_nw01(52, 85)","(69, 18)",422
"GP010016_fast.mp4_uca_nw01(52, 85)","(69, 18)",423
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 18)",424
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",425
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 18)",426
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 19)",427
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 19)",428
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 18)",429
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",430
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 19)",431
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 18)",432
"GP010016_fast.mp4_uca_nw01(52, 85)","(69, 17)",433
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 18)",434
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",435
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",436
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",437
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",438
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 16)",439
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 16)",440
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 16)",441
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 16)",442
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 16)",443
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 16)",444
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 16)",445
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 16)",446
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 14)",447
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",448
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 16)",449
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 16)",450
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",451
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 16)",452
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 17)",453
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",454
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 16)",455
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 15)",456
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 16)",457
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",458
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 15)",459
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 15)",460
"GP010016_fast.mp4_uca_nw01(52, 85)","(69, 15)",461
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 15)",462
"GP010016_fast.mp4_uca_nw01(52, 85)","(68, 16)",463
"GP010016_fast.mp4_uca_nw01(52, 85)","(68, 14)",464
"GP010016_fast.mp4_uca_nw01(52, 85)","(68, 16)",465
"GP010016_fast.mp4_uca_nw01(52, 85)","(68, 16)",466
"GP010016_fast.mp4_uca_nw01(52, 85)","(69, 13)",467
"GP010016_fast.mp4_uca_nw01(52, 85)","(67, 17)",468
"GP010016_fast.mp4_uca_nw01(52, 85)","(68, 15)",469
"GP010016_fast.mp4_uca_nw01(52, 85)","(68, 15)",470
"GP010016_fast.mp4_uca_nw01(52, 85)","(64, 16)",471
"GP010016_fast.mp4_uca_nw01(52, 85)","(64, 18)",472
"GP010016_fast.mp4_uca_nw01(52, 85)","(64, 13)",473
"GP010016_fast.mp4_uca_nw01(52, 85)","(62, 13)",474
"GP010016_fast.mp4_uca_nw01(52, 85)","(63, 17)",475
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 18)",476
"GP010016_fast.mp4_uca_nw01(52, 85)","(63, 16)",477
"GP010016_fast.mp4_uca_nw01(52, 85)","(60, 14)",478
"GP010016_fast.mp4_uca_nw01(52, 85)","(61, 14)",479
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 15)",480
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 16)",481
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 16)",482
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 15)",483
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 16)",484
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 16)",485
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",486
"GP010016_fast.mp4_uca_nw01(52, 85)","(54, 17)",487
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 16)",488
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 16)",489
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 16)",490
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 17)",491
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 16)",492
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 16)",493
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 16)",494
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 19)",495
"GP010016_fast.mp4_uca_nw01(52, 85)","(55, 19)",496
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 16)",497
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 16)",498
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 16)",499
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 19)",500
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 16)",501
"GP010016_fast.mp4_uca_nw01(52, 85)","(54, 17)",502
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 18)",503
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 17)",504
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 17)",505
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 16)",506
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 16)",507
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 19)",508
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 20)",509
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 16)",510
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 16)",511
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 16)",512
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 16)",513
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 16)",514
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 16)",515
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",516
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 21)",517
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 22)",518
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 19)",519
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 22)",520
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 20)",521
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 16)",522
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 17)",523
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 16)",524
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 18)",525
"GP010016_fast.mp4_uca_nw01(52, 85)","(55, 18)",526
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 17)",527
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 17)",528
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 20)",529
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 19)",530
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 18)",531
"GP010016_fast.mp4_uca_nw01(52, 85)","(55, 17)",532
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 17)",533
"GP010016_fast.mp4_uca_nw01(52, 85)","(54, 19)",534
"GP010016_fast.mp4_uca_nw01(52, 85)","(52, 19)",535
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 16)",536
"GP010016_fast.mp4_uca_nw01(52, 85)","(60, 15)",537
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 20)",538
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 16)",539
"GP010016_fast.mp4_uca_nw01(52, 85)","(55, 19)",540
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 17)",541
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 17)",542
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 16)",543
"GP010016_fast.mp4_uca_nw01(52, 85)","(60, 15)",544
"GP010016_fast.mp4_uca_nw01(52, 85)","(54, 19)",545
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 19)",546
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 16)",547
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 19)",548
"GP010016_fast.mp4_uca_nw01(52, 85)","(60, 17)",549
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 16)",550
"GP010016_fast.mp4_uca_nw01(52, 85)","(54, 16)",551
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 16)",552
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 16)",553
"GP010016_fast.mp4_uca_nw01(52, 85)","(54, 19)",554
"GP010016_fast.mp4_uca_nw01(52, 85)","(54, 19)",555
"GP010016_fast.mp4_uca_nw01(52, 85)","(55, 20)",556
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",557
"GP010016_fast.mp4_uca_nw01(52, 85)","(55, 19)",558
"GP010016_fast.mp4_uca_nw01(52, 85)","(55, 19)",559
"GP010016_fast.mp4_uca_nw01(52, 85)","(55, 19)",560
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 19)",561
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 19)",562
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 19)",563
"GP010016_fast.mp4_uca_nw01(52, 85)","(55, 19)",564
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 19)",565
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 19)",566
"GP010016_fast.mp4_uca_nw01(52, 85)","(55, 20)",567
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 19)",568
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 20)",569
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 19)",570
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 19)",571
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 20)",572
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 20)",573
"GP010016_fast.mp4_uca_nw01(52, 85)","(55, 19)",574
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 19)",575
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 18)",576
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 18)",577
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 18)",578
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 18)",579
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",580
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",581
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 18)",582
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 17)",583
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 18)",584
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 17)",585
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 18)",586
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",587
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 18)",588
"GP010016_fast.mp4_uca_nw01(52, 85)","(56, 17)",589
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 17)",590
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",591
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",592
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 18)",593
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",594
"GP010016_fast.mp4_uca_nw01(52, 85)","(57, 18)",595
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",596
"GP010016_fast.mp4_uca_nw01(52, 85)","(60, 14)",597
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 18)",598
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 18)",599
"GP010016_fast.mp4_uca_nw01(52, 85)","(61, 14)",600
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 18)",601
"GP010016_fast.mp4_uca_nw01(52, 85)","(61, 14)",602
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",603
"GP010016_fast.mp4_uca_nw01(52, 85)","(60, 16)",604
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",605
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",606
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",607
"GP010016_fast.mp4_uca_nw01(52, 85)","(61, 16)",608
"GP010016_fast.mp4_uca_nw01(52, 85)","(60, 16)",609
"GP010016_fast.mp4_uca_nw01(52, 85)","(60, 16)",610
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",611
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",612
"GP010016_fast.mp4_uca_nw01(52, 85)","(61, 16)",613
"GP010016_fast.mp4_uca_nw01(52, 85)","(61, 16)",614
"GP010016_fast.mp4_uca_nw01(52, 85)","(60, 16)",615
"GP010016_fast.mp4_uca_nw01(52, 85)","(58, 17)",616
"GP010016_fast.mp4_uca_nw01(52, 85)","(61, 16)",617
"GP010016_fast.mp4_uca_nw01(52, 85)","(59, 16)",618
"GP010016_fast.mp4_uca_nw01(52, 85)","(61, 16)",619
"GP010016_fast.mp4_uca_nw01(52, 85)","(62, 15)",620
"GP010016_fast.mp4_uca_nw01(52, 85)","(64, 15)",621
"GP010016_fast.mp4_uca_nw01(52, 85)","(69, 13)",622
"GP010016_fast.mp4_uca_nw01(52, 85)","(66, 15)",623
"GP010016_fast.mp4_uca_nw01(52, 85)","(64, 15)",624
"GP010016_fast.mp4_uca_nw01(52, 85)","(68, 15)",625
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 14)",626
"GP010016_fast.mp4_uca_nw01(52, 85)","(68, 15)",627
"GP010016_fast.mp4_uca_nw01(52, 85)","(69, 14)",628
"GP010016_fast.mp4_uca_nw01(52, 85)","(69, 15)",629
"GP010016_fast.mp4_uca_nw01(52, 85)","(64, 16)",630
"GP010016_fast.mp4_uca_nw01(52, 85)","(69, 15)",631
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 15)",632
"GP010016_fast.mp4_uca_nw01(52, 85)","(68, 15)",633
"GP010016_fast.mp4_uca_nw01(52, 85)","(68, 15)",634
"GP010016_fast.mp4_uca_nw01(52, 85)","(69, 15)",635
"GP010016_fast.mp4_uca_nw01(52, 85)","(68, 15)",636
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 13)",637
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 13)",638
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 15)",639
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 13)",640
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",641
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 15)",642
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 15)",643
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 15)",644
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 15)",645
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 15)",646
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 14)",647
"GP010016_fast.mp4_uca_nw01(52, 85)","(70, 14)",648
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 13)",649
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 14)",650
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 13)",651
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 14)",652
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",653
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 14)",654
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",655
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",656
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 14)",657
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 14)",658
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",659
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",660
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",661
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",662
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",663
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",664
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",665
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 13)",666
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",667
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",668
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",669
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",670
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",671
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",672
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",673
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",674
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",675
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",676
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",677
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",678
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",679
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 14)",680
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",681
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 14)",682
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",683
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",684
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",685
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",686
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",687
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 13)",688
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",689
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 13)",690
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",691
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",692
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",693
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",694
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",695
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",696
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 13)",697
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",698
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",699
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",700
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",701
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 13)",702
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",703
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",704
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 13)",705
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 13)",706
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",707
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 13)",708
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 13)",709
"GP010016_fast.mp4_uca_nw01(52, 85)","(78, 13)",710
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",711
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",712
"GP010016_fast.mp4_uca_nw01(52, 85)","(78, 13)",713
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 14)",714
"GP010016_fast.mp4_uca_nw01(52, 85)","(78, 13)",715
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 14)",716
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 13)",717
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 14)",718
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",719
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 13)",720
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",721
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 14)",722
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 13)",723
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",724
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 13)",725
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",726
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",727
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 13)",728
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",729
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",730
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",731
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",732
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",733
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 13)",734
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 13)",735
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 13)",736
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 13)",737
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 13)",738
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",739
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 13)",740
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",741
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",742
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",743
"GP010016_fast.mp4_uca_nw01(52, 85)","(78, 15)",744
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 14)",745
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 13)",746
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 14)",747
"GP010016_fast.mp4_uca_nw01(52, 85)","(71, 13)",748
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 14)",749
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 14)",750
"GP010016_fast.mp4_uca_nw01(52, 85)","(76, 13)",751
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",752
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 13)",753
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 13)",754
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 14)",755
"GP010016_fast.mp4_uca_nw01(52, 85)","(72, 13)",756
"GP010016_fast.mp4_uca_nw01(52, 85)","(73, 13)",757
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 13)",758
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 13)",759
