file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,1820,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x11542cf30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 220)",360
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",361
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",362
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",363
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 220)",364
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",365
"GP010016_fast.mp4_uca_cc01(291, 205)","(252, 220)",366
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",367
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 220)",368
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 220)",369
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 220)",370
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 220)",371
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",372
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",373
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",374
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",375
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",376
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",377
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",378
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 221)",379
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 221)",380
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",381
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 221)",382
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 222)",383
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 222)",384
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 222)",385
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 222)",386
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 222)",387
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 222)",388
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 222)",389
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 221)",390
"GP010016_fast.mp4_uca_cc01(291, 205)","(252, 223)",391
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",392
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 224)",393
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 223)",394
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",395
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",396
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",397
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",398
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",399
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",400
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 223)",401
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",402
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",403
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",404
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",405
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",406
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",407
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",408
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",409
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",410
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",411
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",412
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",413
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",414
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",415
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 222)",416
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",417
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",418
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 223)",419
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",420
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",421
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",422
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 223)",423
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 223)",424
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 223)",425
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 223)",426
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 223)",427
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",428
"GP010016_fast.mp4_uca_cc01(291, 205)","(250, 224)",429
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",430
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",431
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",432
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",433
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",434
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",435
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",436
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",437
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",438
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",439
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",440
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",441
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",442
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",443
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",444
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",445
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",446
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",447
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",448
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",449
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",450
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",451
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",452
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",453
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",454
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",455
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",456
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",457
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",458
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",459
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",460
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",461
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",462
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",463
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",464
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",465
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 226)",466
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 226)",467
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",468
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",469
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 226)",470
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",471
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",472
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 226)",473
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 226)",474
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 226)",475
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",476
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",477
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",478
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",479
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",480
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",481
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",482
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",483
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",484
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",485
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",486
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",487
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",488
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",489
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",490
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",491
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",492
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",493
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",494
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",495
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",496
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",497
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",498
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",499
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",500
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",501
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",502
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",503
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",504
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",505
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",506
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",507
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",508
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",509
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",510
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",511
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",512
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",513
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",514
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",515
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",516
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",517
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",518
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",519
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",520
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",521
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",522
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 223)",523
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",524
"GP010016_fast.mp4_uca_cc01(291, 205)","(247, 223)",525
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",526
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",527
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",528
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",529
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",530
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",531
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",532
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",533
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",534
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 224)",535
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",536
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",537
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",538
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 224)",539
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",540
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",541
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 225)",542
"GP010016_fast.mp4_uca_cc01(291, 205)","(247, 225)",543
"GP010016_fast.mp4_uca_cc01(291, 205)","(247, 224)",544
"GP010016_fast.mp4_uca_cc01(291, 205)","(247, 225)",545
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 224)",546
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",547
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",548
"GP010016_fast.mp4_uca_cc01(291, 205)","(247, 226)",549
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",550
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 226)",551
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",552
"GP010016_fast.mp4_uca_cc01(291, 205)","(247, 226)",553
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",554
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",555
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",556
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",557
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",558
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",559
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",560
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 227)",561
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",562
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 227)",563
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 227)",564
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 227)",565
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 227)",566
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",567
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",568
"GP010016_fast.mp4_uca_cc01(291, 205)","(247, 227)",569
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",570
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",571
"GP010016_fast.mp4_uca_cc01(291, 205)","(247, 226)",572
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",573
"GP010016_fast.mp4_uca_cc01(291, 205)","(247, 226)",574
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",575
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",576
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",577
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",578
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",579
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",580
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",581
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",582
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",583
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",584
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",585
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",586
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 227)",587
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",588
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 227)",589
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",590
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 227)",591
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",592
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",593
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",594
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",595
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 227)",596
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 226)",597
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 227)",598
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",599
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",600
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 227)",601
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 228)",602
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",603
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",604
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",605
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",606
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 225)",607
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",608
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",609
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",610
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",611
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",612
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",613
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",614
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 225)",615
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 225)",616
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 225)",617
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 225)",618
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 224)",619
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 224)",620
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 224)",621
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 225)",622
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 225)",623
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 224)",624
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 224)",625
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 224)",626
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 224)",627
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 223)",628
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 223)",629
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 222)",630
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 225)",631
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 224)",632
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 224)",633
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 226)",634
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 224)",635
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 224)",636
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 224)",637
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",638
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",639
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 224)",640
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 224)",641
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",642
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",643
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 224)",644
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 224)",645
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 223)",646
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 224)",647
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",648
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",649
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 224)",650
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",651
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",652
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",653
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 223)",654
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 223)",655
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 223)",656
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 222)",657
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 222)",658
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 223)",659
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 223)",660
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 223)",661
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 222)",662
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 222)",663
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 222)",664
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 222)",665
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",666
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 222)",667
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",668
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",669
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",670
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",671
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",672
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 222)",673
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 223)",674
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",675
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",676
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 222)",677
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",678
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",679
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",680
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",681
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",682
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",683
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 222)",684
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",685
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 222)",686
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",687
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",688
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",689
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",690
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",691
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",692
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",693
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",694
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",695
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",696
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",697
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",698
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",699
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",700
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",701
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 223)",702
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",703
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",704
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 223)",705
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",706
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",707
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",708
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 222)",709
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 223)",710
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 223)",711
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 222)",712
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 221)",713
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 222)",714
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 221)",715
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 222)",716
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 222)",717
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 221)",718
"GP010016_fast.mp4_uca_cc01(291, 205)","(241, 222)",719
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 222)",720
"GP010016_fast.mp4_uca_cc01(291, 205)","(241, 222)",721
"GP010016_fast.mp4_uca_cc01(291, 205)","(241, 222)",722
"GP010016_fast.mp4_uca_cc01(291, 205)","(241, 222)",723
"GP010016_fast.mp4_uca_cc01(291, 205)","(241, 221)",724
"GP010016_fast.mp4_uca_cc01(291, 205)","(240, 222)",725
"GP010016_fast.mp4_uca_cc01(291, 205)","(241, 222)",726
"GP010016_fast.mp4_uca_cc01(291, 205)","(240, 222)",727
"GP010016_fast.mp4_uca_cc01(291, 205)","(240, 222)",728
"GP010016_fast.mp4_uca_cc01(291, 205)","(239, 222)",729
"GP010016_fast.mp4_uca_cc01(291, 205)","(239, 222)",730
"GP010016_fast.mp4_uca_cc01(291, 205)","(241, 222)",731
"GP010016_fast.mp4_uca_cc01(291, 205)","(242, 222)",732
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",733
"GP010016_fast.mp4_uca_cc01(291, 205)","(243, 222)",734
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 222)",735
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 222)",736
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 222)",737
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 221)",738
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 221)",739
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 221)",740
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 222)",741
"GP010016_fast.mp4_uca_cc01(291, 205)","(244, 221)",742
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 221)",743
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 221)",744
"GP010016_fast.mp4_uca_cc01(291, 205)","(245, 220)",745
"GP010016_fast.mp4_uca_cc01(291, 205)","(246, 219)",746
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 220)",747
"GP010016_fast.mp4_uca_cc01(291, 205)","(249, 217)",748
"GP010016_fast.mp4_uca_cc01(291, 205)","(248, 217)",749
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 215)",750
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 215)",751
"GP010016_fast.mp4_uca_cc01(291, 205)","(252, 215)",752
"GP010016_fast.mp4_uca_cc01(291, 205)","(252, 214)",753
