file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,2356,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x110f5ff30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_ccl01(232, 391)","(210, 368)",749
"GP010016_fast.mp4_uca_ccl01(232, 391)","(210, 368)",750
"GP010016_fast.mp4_uca_ccl01(232, 391)","(210, 367)",751
"GP010016_fast.mp4_uca_ccl01(232, 391)","(210, 367)",752
"GP010016_fast.mp4_uca_ccl01(232, 391)","(215, 363)",753
"GP010016_fast.mp4_uca_ccl01(232, 391)","(212, 368)",754
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 363)",755
"GP010016_fast.mp4_uca_ccl01(232, 391)","(210, 368)",756
"GP010016_fast.mp4_uca_ccl01(232, 391)","(210, 368)",757
"GP010016_fast.mp4_uca_ccl01(232, 391)","(210, 368)",758
"GP010016_fast.mp4_uca_ccl01(232, 391)","(210, 367)",759
"GP010016_fast.mp4_uca_ccl01(232, 391)","(208, 368)",760
"GP010016_fast.mp4_uca_ccl01(232, 391)","(209, 368)",761
"GP010016_fast.mp4_uca_ccl01(232, 391)","(212, 367)",762
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 368)",763
"GP010016_fast.mp4_uca_ccl01(232, 391)","(208, 371)",764
"GP010016_fast.mp4_uca_ccl01(232, 391)","(206, 370)",765
"GP010016_fast.mp4_uca_ccl01(232, 391)","(207, 369)",766
"GP010016_fast.mp4_uca_ccl01(232, 391)","(206, 373)",767
"GP010016_fast.mp4_uca_ccl01(232, 391)","(211, 370)",768
"GP010016_fast.mp4_uca_ccl01(232, 391)","(208, 370)",769
"GP010016_fast.mp4_uca_ccl01(232, 391)","(184, 367)",770
"GP010016_fast.mp4_uca_ccl01(232, 391)","(182, 369)",771
"GP010016_fast.mp4_uca_ccl01(232, 391)","(180, 368)",772
"GP010016_fast.mp4_uca_ccl01(232, 391)","(180, 361)",773
"GP010016_fast.mp4_uca_ccl01(232, 391)","(181, 363)",774
"GP010016_fast.mp4_uca_ccl01(232, 391)","(183, 363)",775
"GP010016_fast.mp4_uca_ccl01(232, 391)","(181, 366)",776
"GP010016_fast.mp4_uca_ccl01(232, 391)","(181, 367)",777
"GP010016_fast.mp4_uca_ccl01(232, 391)","(180, 367)",778
"GP010016_fast.mp4_uca_ccl01(232, 391)","(188, 365)",779
"GP010016_fast.mp4_uca_ccl01(232, 391)","(181, 363)",780
"GP010016_fast.mp4_uca_ccl01(232, 391)","(186, 364)",781
"GP010016_fast.mp4_uca_ccl01(232, 391)","(194, 362)",782
"GP010016_fast.mp4_uca_ccl01(232, 391)","(205, 363)",783
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 344)",784
"GP010016_fast.mp4_uca_ccl01(232, 391)","(219, 342)",785
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 340)",786
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 340)",787
"GP010016_fast.mp4_uca_ccl01(232, 391)","(211, 361)",788
"GP010016_fast.mp4_uca_ccl01(232, 391)","(219, 339)",789
"GP010016_fast.mp4_uca_ccl01(232, 391)","(219, 340)",790
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 340)",791
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 341)",792
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 340)",793
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 339)",794
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 336)",795
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 345)",796
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 339)",797
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 339)",798
"GP010016_fast.mp4_uca_ccl01(232, 391)","(219, 340)",799
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 339)",800
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 339)",801
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 339)",802
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 339)",803
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 339)",804
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 340)",805
"GP010016_fast.mp4_uca_ccl01(232, 391)","(215, 339)",806
"GP010016_fast.mp4_uca_ccl01(232, 391)","(214, 340)",807
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 342)",808
"GP010016_fast.mp4_uca_ccl01(232, 391)","(215, 339)",809
"GP010016_fast.mp4_uca_ccl01(232, 391)","(210, 341)",810
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 340)",811
"GP010016_fast.mp4_uca_ccl01(232, 391)","(212, 338)",812
"GP010016_fast.mp4_uca_ccl01(232, 391)","(214, 340)",813
"GP010016_fast.mp4_uca_ccl01(232, 391)","(214, 337)",814
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 336)",815
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 340)",816
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 336)",817
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 339)",818
"GP010016_fast.mp4_uca_ccl01(232, 391)","(222, 334)",819
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 342)",820
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 341)",821
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 340)",822
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 340)",823
"GP010016_fast.mp4_uca_ccl01(232, 391)","(214, 344)",824
"GP010016_fast.mp4_uca_ccl01(232, 391)","(212, 336)",825
"GP010016_fast.mp4_uca_ccl01(232, 391)","(212, 339)",826
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 333)",827
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 333)",828
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 340)",829
"GP010016_fast.mp4_uca_ccl01(232, 391)","(214, 339)",830
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 333)",831
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 325)",832
"GP010016_fast.mp4_uca_ccl01(232, 391)","(214, 340)",833
"GP010016_fast.mp4_uca_ccl01(232, 391)","(211, 339)",834
"GP010016_fast.mp4_uca_ccl01(232, 391)","(212, 339)",835
"GP010016_fast.mp4_uca_ccl01(232, 391)","(211, 333)",836
"GP010016_fast.mp4_uca_ccl01(232, 391)","(214, 339)",837
"GP010016_fast.mp4_uca_ccl01(232, 391)","(209, 339)",838
"GP010016_fast.mp4_uca_ccl01(232, 391)","(211, 339)",839
"GP010016_fast.mp4_uca_ccl01(232, 391)","(211, 337)",840
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 340)",841
"GP010016_fast.mp4_uca_ccl01(232, 391)","(209, 338)",842
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 340)",843
"GP010016_fast.mp4_uca_ccl01(232, 391)","(209, 339)",844
"GP010016_fast.mp4_uca_ccl01(232, 391)","(208, 340)",845
"GP010016_fast.mp4_uca_ccl01(232, 391)","(212, 339)",846
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 333)",847
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 334)",848
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 343)",849
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 333)",850
"GP010016_fast.mp4_uca_ccl01(232, 391)","(214, 342)",851
"GP010016_fast.mp4_uca_ccl01(232, 391)","(212, 341)",852
"GP010016_fast.mp4_uca_ccl01(232, 391)","(211, 338)",853
"GP010016_fast.mp4_uca_ccl01(232, 391)","(204, 340)",854
"GP010016_fast.mp4_uca_ccl01(232, 391)","(214, 346)",855
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 342)",856
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 348)",857
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 345)",858
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 348)",859
"GP010016_fast.mp4_uca_ccl01(232, 391)","(222, 347)",860
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 348)",861
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 348)",862
"GP010016_fast.mp4_uca_ccl01(232, 391)","(208, 347)",863
"GP010016_fast.mp4_uca_ccl01(232, 391)","(223, 350)",864
"GP010016_fast.mp4_uca_ccl01(232, 391)","(222, 351)",865
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 343)",866
"GP010016_fast.mp4_uca_ccl01(232, 391)","(222, 351)",867
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 348)",868
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 352)",869
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 350)",870
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 347)",871
"GP010016_fast.mp4_uca_ccl01(232, 391)","(215, 352)",872
"GP010016_fast.mp4_uca_ccl01(232, 391)","(212, 350)",873
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 353)",874
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 353)",875
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 353)",876
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 353)",877
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 353)",878
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 352)",879
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 353)",880
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 353)",881
"GP010016_fast.mp4_uca_ccl01(232, 391)","(203, 349)",882
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 348)",883
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 351)",884
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 353)",885
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 352)",886
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 353)",887
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 351)",888
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 348)",889
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 349)",890
"GP010016_fast.mp4_uca_ccl01(232, 391)","(223, 354)",891
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 352)",892
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 346)",893
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 349)",894
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 345)",895
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 346)",896
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 344)",897
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 347)",898
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 347)",899
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 348)",900
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 348)",901
"GP010016_fast.mp4_uca_ccl01(232, 391)","(219, 347)",902
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 349)",903
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 346)",904
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 349)",905
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 347)",906
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 350)",907
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 347)",908
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 349)",909
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 348)",910
"GP010016_fast.mp4_uca_ccl01(232, 391)","(216, 348)",911
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 351)",912
"GP010016_fast.mp4_uca_ccl01(232, 391)","(219, 350)",913
"GP010016_fast.mp4_uca_ccl01(232, 391)","(214, 349)",914
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 347)",915
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 347)",916
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 346)",917
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 346)",918
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 346)",919
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 346)",920
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 346)",921
"GP010016_fast.mp4_uca_ccl01(232, 391)","(217, 348)",922
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 345)",923
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 343)",924
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 343)",925
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 342)",926
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 349)",927
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 346)",928
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 344)",929
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 341)",930
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 342)",931
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 341)",932
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 347)",933
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 340)",934
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 341)",935
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 340)",936
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 338)",937
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 335)",938
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 335)",939
"GP010016_fast.mp4_uca_ccl01(232, 391)","(238, 334)",940
"GP010016_fast.mp4_uca_ccl01(232, 391)","(237, 339)",941
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 336)",942
"GP010016_fast.mp4_uca_ccl01(232, 391)","(236, 335)",943
"GP010016_fast.mp4_uca_ccl01(232, 391)","(239, 332)",944
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 335)",945
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 335)",946
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 335)",947
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 332)",948
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 334)",949
"GP010016_fast.mp4_uca_ccl01(232, 391)","(237, 336)",950
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 335)",951
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 335)",952
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 337)",953
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",954
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",955
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 334)",956
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 335)",957
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 335)",958
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",959
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",960
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",961
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 335)",962
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",963
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",964
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",965
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",966
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",967
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",968
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",969
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",970
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",971
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",972
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",973
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",974
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",975
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 334)",976
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",977
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 335)",978
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 334)",979
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 332)",980
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 336)",981
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 335)",982
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 336)",983
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 335)",984
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 335)",985
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 335)",986
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 335)",987
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 339)",988
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 337)",989
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 335)",990
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 337)",991
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 337)",992
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 336)",993
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 336)",994
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 334)",995
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 336)",996
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 334)",997
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 334)",998
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 334)",999
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 335)",1000
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 334)",1001
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 334)",1002
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 334)",1003
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 340)",1004
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 341)",1005
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 341)",1006
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 337)",1007
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 341)",1008
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 340)",1009
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 336)",1010
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 341)",1011
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 340)",1012
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 339)",1013
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 338)",1014
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 338)",1015
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 341)",1016
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 335)",1017
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 337)",1018
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 335)",1019
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 336)",1020
"GP010016_fast.mp4_uca_ccl01(232, 391)","(223, 326)",1021
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 332)",1022
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 333)",1023
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 329)",1024
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 332)",1025
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 331)",1026
"GP010016_fast.mp4_uca_ccl01(232, 391)","(223, 333)",1027
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 332)",1028
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 333)",1029
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 331)",1030
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 335)",1031
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 334)",1032
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 335)",1033
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 336)",1034
"GP010016_fast.mp4_uca_ccl01(232, 391)","(223, 334)",1035
"GP010016_fast.mp4_uca_ccl01(232, 391)","(223, 335)",1036
"GP010016_fast.mp4_uca_ccl01(232, 391)","(222, 336)",1037
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 341)",1038
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 339)",1039
"GP010016_fast.mp4_uca_ccl01(232, 391)","(223, 341)",1040
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 341)",1041
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 335)",1042
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 336)",1043
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 335)",1044
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 337)",1045
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 337)",1046
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 337)",1047
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 338)",1048
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 335)",1049
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 337)",1050
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 337)",1051
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 336)",1052
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 337)",1053
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 338)",1054
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 339)",1055
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 338)",1056
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 338)",1057
"GP010016_fast.mp4_uca_ccl01(232, 391)","(223, 337)",1058
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 335)",1059
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 338)",1060
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 337)",1061
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 338)",1062
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 339)",1063
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 336)",1064
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 338)",1065
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 336)",1066
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 337)",1067
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 339)",1068
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 340)",1069
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 341)",1070
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 340)",1071
"GP010016_fast.mp4_uca_ccl01(232, 391)","(222, 340)",1072
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 342)",1073
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 340)",1074
"GP010016_fast.mp4_uca_ccl01(232, 391)","(222, 341)",1075
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 340)",1076
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 341)",1077
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 341)",1078
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 341)",1079
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 343)",1080
"GP010016_fast.mp4_uca_ccl01(232, 391)","(222, 341)",1081
"GP010016_fast.mp4_uca_ccl01(232, 391)","(222, 341)",1082
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 341)",1083
"GP010016_fast.mp4_uca_ccl01(232, 391)","(222, 342)",1084
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 339)",1085
"GP010016_fast.mp4_uca_ccl01(232, 391)","(222, 341)",1086
"GP010016_fast.mp4_uca_ccl01(232, 391)","(223, 339)",1087
"GP010016_fast.mp4_uca_ccl01(232, 391)","(219, 344)",1088
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 344)",1089
"GP010016_fast.mp4_uca_ccl01(232, 391)","(215, 345)",1090
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 345)",1091
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 345)",1092
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 346)",1093
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 346)",1094
"GP010016_fast.mp4_uca_ccl01(232, 391)","(221, 348)",1095
"GP010016_fast.mp4_uca_ccl01(232, 391)","(241, 355)",1096
"GP010016_fast.mp4_uca_ccl01(232, 391)","(244, 350)",1097
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 351)",1098
"GP010016_fast.mp4_uca_ccl01(232, 391)","(241, 356)",1099
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 351)",1100
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 351)",1101
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 361)",1102
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 352)",1103
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 352)",1104
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 353)",1105
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 361)",1106
"GP010016_fast.mp4_uca_ccl01(232, 391)","(247, 355)",1107
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 357)",1108
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 359)",1109
"GP010016_fast.mp4_uca_ccl01(232, 391)","(249, 357)",1110
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 357)",1111
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 356)",1112
"GP010016_fast.mp4_uca_ccl01(232, 391)","(246, 363)",1113
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 356)",1114
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 362)",1115
"GP010016_fast.mp4_uca_ccl01(232, 391)","(248, 361)",1116
"GP010016_fast.mp4_uca_ccl01(232, 391)","(246, 363)",1117
"GP010016_fast.mp4_uca_ccl01(232, 391)","(246, 363)",1118
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 359)",1119
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 361)",1120
"GP010016_fast.mp4_uca_ccl01(232, 391)","(247, 356)",1121
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 362)",1122
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 362)",1123
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 359)",1124
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 358)",1125
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 358)",1126
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 360)",1127
