file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,2356,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x110f5ff30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 354)",366
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 352)",367
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 349)",368
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 346)",369
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 351)",370
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 351)",371
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 352)",372
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 348)",373
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 348)",374
"GP010016_fast.mp4_uca_ccl01(232, 391)","(237, 349)",375
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 345)",376
"GP010016_fast.mp4_uca_ccl01(232, 391)","(239, 347)",377
"GP010016_fast.mp4_uca_ccl01(232, 391)","(240, 348)",378
"GP010016_fast.mp4_uca_ccl01(232, 391)","(241, 348)",379
"GP010016_fast.mp4_uca_ccl01(232, 391)","(261, 354)",380
"GP010016_fast.mp4_uca_ccl01(232, 391)","(242, 349)",381
"GP010016_fast.mp4_uca_ccl01(232, 391)","(242, 348)",382
"GP010016_fast.mp4_uca_ccl01(232, 391)","(243, 349)",383
"GP010016_fast.mp4_uca_ccl01(232, 391)","(243, 351)",384
"GP010016_fast.mp4_uca_ccl01(232, 391)","(241, 349)",385
"GP010016_fast.mp4_uca_ccl01(232, 391)","(243, 350)",386
"GP010016_fast.mp4_uca_ccl01(232, 391)","(242, 350)",387
"GP010016_fast.mp4_uca_ccl01(232, 391)","(241, 350)",388
"GP010016_fast.mp4_uca_ccl01(232, 391)","(237, 350)",389
"GP010016_fast.mp4_uca_ccl01(232, 391)","(242, 351)",390
"GP010016_fast.mp4_uca_ccl01(232, 391)","(243, 351)",391
"GP010016_fast.mp4_uca_ccl01(232, 391)","(238, 350)",392
"GP010016_fast.mp4_uca_ccl01(232, 391)","(240, 351)",393
"GP010016_fast.mp4_uca_ccl01(232, 391)","(241, 351)",394
"GP010016_fast.mp4_uca_ccl01(232, 391)","(240, 350)",395
"GP010016_fast.mp4_uca_ccl01(232, 391)","(239, 352)",396
"GP010016_fast.mp4_uca_ccl01(232, 391)","(238, 354)",397
"GP010016_fast.mp4_uca_ccl01(232, 391)","(239, 352)",398
"GP010016_fast.mp4_uca_ccl01(232, 391)","(240, 352)",399
"GP010016_fast.mp4_uca_ccl01(232, 391)","(240, 352)",400
"GP010016_fast.mp4_uca_ccl01(232, 391)","(242, 353)",401
"GP010016_fast.mp4_uca_ccl01(232, 391)","(242, 354)",402
"GP010016_fast.mp4_uca_ccl01(232, 391)","(240, 357)",403
"GP010016_fast.mp4_uca_ccl01(232, 391)","(240, 352)",404
"GP010016_fast.mp4_uca_ccl01(232, 391)","(241, 353)",405
"GP010016_fast.mp4_uca_ccl01(232, 391)","(241, 357)",406
"GP010016_fast.mp4_uca_ccl01(232, 391)","(241, 355)",407
"GP010016_fast.mp4_uca_ccl01(232, 391)","(240, 358)",408
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 365)",409
"GP010016_fast.mp4_uca_ccl01(232, 391)","(252, 371)",410
"GP010016_fast.mp4_uca_ccl01(232, 391)","(252, 371)",411
"GP010016_fast.mp4_uca_ccl01(232, 391)","(251, 370)",412
"GP010016_fast.mp4_uca_ccl01(232, 391)","(254, 371)",413
"GP010016_fast.mp4_uca_ccl01(232, 391)","(254, 370)",414
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",415
"GP010016_fast.mp4_uca_ccl01(232, 391)","(259, 364)",416
"GP010016_fast.mp4_uca_ccl01(232, 391)","(252, 370)",417
"GP010016_fast.mp4_uca_ccl01(232, 391)","(251, 371)",418
"GP010016_fast.mp4_uca_ccl01(232, 391)","(257, 376)",419
"GP010016_fast.mp4_uca_ccl01(232, 391)","(257, 371)",420
"GP010016_fast.mp4_uca_ccl01(232, 391)","(254, 373)",421
"GP010016_fast.mp4_uca_ccl01(232, 391)","(254, 375)",422
"GP010016_fast.mp4_uca_ccl01(232, 391)","(253, 378)",423
"GP010016_fast.mp4_uca_ccl01(232, 391)","(254, 375)",424
"GP010016_fast.mp4_uca_ccl01(232, 391)","(254, 376)",425
"GP010016_fast.mp4_uca_ccl01(232, 391)","(255, 375)",426
"GP010016_fast.mp4_uca_ccl01(232, 391)","(256, 373)",427
"GP010016_fast.mp4_uca_ccl01(232, 391)","(258, 373)",428
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 376)",429
"GP010016_fast.mp4_uca_ccl01(232, 391)","(256, 385)",430
"GP010016_fast.mp4_uca_ccl01(232, 391)","(256, 381)",431
"GP010016_fast.mp4_uca_ccl01(232, 391)","(256, 382)",432
"GP010016_fast.mp4_uca_ccl01(232, 391)","(259, 383)",433
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 376)",434
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 375)",435
"GP010016_fast.mp4_uca_ccl01(232, 391)","(261, 376)",436
"GP010016_fast.mp4_uca_ccl01(232, 391)","(262, 376)",437
"GP010016_fast.mp4_uca_ccl01(232, 391)","(263, 378)",438
"GP010016_fast.mp4_uca_ccl01(232, 391)","(282, 376)",439
"GP010016_fast.mp4_uca_ccl01(232, 391)","(282, 379)",440
"GP010016_fast.mp4_uca_ccl01(232, 391)","(280, 379)",441
"GP010016_fast.mp4_uca_ccl01(232, 391)","(283, 380)",442
"GP010016_fast.mp4_uca_ccl01(232, 391)","(284, 382)",443
"GP010016_fast.mp4_uca_ccl01(232, 391)","(282, 372)",444
"GP010016_fast.mp4_uca_ccl01(232, 391)","(283, 378)",445
"GP010016_fast.mp4_uca_ccl01(232, 391)","(285, 378)",446
"GP010016_fast.mp4_uca_ccl01(232, 391)","(282, 374)",447
"GP010016_fast.mp4_uca_ccl01(232, 391)","(281, 376)",448
"GP010016_fast.mp4_uca_ccl01(232, 391)","(285, 381)",449
"GP010016_fast.mp4_uca_ccl01(232, 391)","(284, 381)",450
"GP010016_fast.mp4_uca_ccl01(232, 391)","(277, 371)",451
"GP010016_fast.mp4_uca_ccl01(232, 391)","(279, 373)",452
"GP010016_fast.mp4_uca_ccl01(232, 391)","(279, 371)",453
"GP010016_fast.mp4_uca_ccl01(232, 391)","(278, 370)",454
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 370)",455
"GP010016_fast.mp4_uca_ccl01(232, 391)","(282, 366)",456
"GP010016_fast.mp4_uca_ccl01(232, 391)","(282, 365)",457
"GP010016_fast.mp4_uca_ccl01(232, 391)","(283, 364)",458
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 372)",459
"GP010016_fast.mp4_uca_ccl01(232, 391)","(276, 371)",460
"GP010016_fast.mp4_uca_ccl01(232, 391)","(288, 366)",461
"GP010016_fast.mp4_uca_ccl01(232, 391)","(289, 367)",462
"GP010016_fast.mp4_uca_ccl01(232, 391)","(287, 365)",463
"GP010016_fast.mp4_uca_ccl01(232, 391)","(286, 364)",464
"GP010016_fast.mp4_uca_ccl01(232, 391)","(286, 367)",465
"GP010016_fast.mp4_uca_ccl01(232, 391)","(287, 365)",466
"GP010016_fast.mp4_uca_ccl01(232, 391)","(304, 367)",467
"GP010016_fast.mp4_uca_ccl01(232, 391)","(304, 367)",468
"GP010016_fast.mp4_uca_ccl01(232, 391)","(306, 367)",469
"GP010016_fast.mp4_uca_ccl01(232, 391)","(297, 363)",470
"GP010016_fast.mp4_uca_ccl01(232, 391)","(288, 365)",471
"GP010016_fast.mp4_uca_ccl01(232, 391)","(290, 365)",472
"GP010016_fast.mp4_uca_ccl01(232, 391)","(290, 367)",473
"GP010016_fast.mp4_uca_ccl01(232, 391)","(290, 366)",474
"GP010016_fast.mp4_uca_ccl01(232, 391)","(284, 371)",475
"GP010016_fast.mp4_uca_ccl01(232, 391)","(294, 365)",476
"GP010016_fast.mp4_uca_ccl01(232, 391)","(290, 366)",477
"GP010016_fast.mp4_uca_ccl01(232, 391)","(308, 365)",478
"GP010016_fast.mp4_uca_ccl01(232, 391)","(313, 369)",479
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 370)",480
"GP010016_fast.mp4_uca_ccl01(232, 391)","(315, 371)",481
"GP010016_fast.mp4_uca_ccl01(232, 391)","(308, 365)",482
"GP010016_fast.mp4_uca_ccl01(232, 391)","(309, 367)",483
"GP010016_fast.mp4_uca_ccl01(232, 391)","(306, 365)",484
"GP010016_fast.mp4_uca_ccl01(232, 391)","(308, 368)",485
"GP010016_fast.mp4_uca_ccl01(232, 391)","(304, 364)",486
"GP010016_fast.mp4_uca_ccl01(232, 391)","(309, 370)",487
"GP010016_fast.mp4_uca_ccl01(232, 391)","(308, 366)",488
"GP010016_fast.mp4_uca_ccl01(232, 391)","(315, 369)",489
"GP010016_fast.mp4_uca_ccl01(232, 391)","(311, 365)",490
"GP010016_fast.mp4_uca_ccl01(232, 391)","(313, 366)",491
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 369)",492
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 370)",493
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 370)",494
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 371)",495
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 370)",496
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 371)",497
"GP010016_fast.mp4_uca_ccl01(232, 391)","(315, 372)",498
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 370)",499
"GP010016_fast.mp4_uca_ccl01(232, 391)","(313, 371)",500
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 371)",501
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 373)",502
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 372)",503
"GP010016_fast.mp4_uca_ccl01(232, 391)","(315, 373)",504
"GP010016_fast.mp4_uca_ccl01(232, 391)","(317, 371)",505
"GP010016_fast.mp4_uca_ccl01(232, 391)","(313, 373)",506
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 372)",507
"GP010016_fast.mp4_uca_ccl01(232, 391)","(313, 372)",508
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 372)",509
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 373)",510
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 373)",511
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 373)",512
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 374)",513
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 374)",514
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 373)",515
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 373)",516
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 373)",517
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 373)",518
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 373)",519
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 373)",520
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 373)",521
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 373)",522
"GP010016_fast.mp4_uca_ccl01(232, 391)","(313, 372)",523
"GP010016_fast.mp4_uca_ccl01(232, 391)","(315, 369)",524
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 373)",525
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 373)",526
"GP010016_fast.mp4_uca_ccl01(232, 391)","(313, 374)",527
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 373)",528
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 373)",529
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 373)",530
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 373)",531
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 374)",532
"GP010016_fast.mp4_uca_ccl01(232, 391)","(317, 374)",533
"GP010016_fast.mp4_uca_ccl01(232, 391)","(315, 373)",534
"GP010016_fast.mp4_uca_ccl01(232, 391)","(320, 374)",535
"GP010016_fast.mp4_uca_ccl01(232, 391)","(324, 375)",536
"GP010016_fast.mp4_uca_ccl01(232, 391)","(324, 375)",537
"GP010016_fast.mp4_uca_ccl01(232, 391)","(324, 374)",538
"GP010016_fast.mp4_uca_ccl01(232, 391)","(321, 374)",539
"GP010016_fast.mp4_uca_ccl01(232, 391)","(325, 374)",540
"GP010016_fast.mp4_uca_ccl01(232, 391)","(322, 375)",541
"GP010016_fast.mp4_uca_ccl01(232, 391)","(323, 373)",542
"GP010016_fast.mp4_uca_ccl01(232, 391)","(319, 373)",543
"GP010016_fast.mp4_uca_ccl01(232, 391)","(318, 374)",544
"GP010016_fast.mp4_uca_ccl01(232, 391)","(315, 372)",545
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 371)",546
"GP010016_fast.mp4_uca_ccl01(232, 391)","(317, 363)",547
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 370)",548
"GP010016_fast.mp4_uca_ccl01(232, 391)","(313, 372)",549
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 372)",550
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 372)",551
"GP010016_fast.mp4_uca_ccl01(232, 391)","(297, 366)",552
"GP010016_fast.mp4_uca_ccl01(232, 391)","(313, 372)",553
"GP010016_fast.mp4_uca_ccl01(232, 391)","(313, 372)",554
"GP010016_fast.mp4_uca_ccl01(232, 391)","(311, 373)",555
"GP010016_fast.mp4_uca_ccl01(232, 391)","(313, 371)",556
"GP010016_fast.mp4_uca_ccl01(232, 391)","(313, 372)",557
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 363)",558
"GP010016_fast.mp4_uca_ccl01(232, 391)","(295, 362)",559
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 364)",560
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 366)",561
"GP010016_fast.mp4_uca_ccl01(232, 391)","(311, 363)",562
"GP010016_fast.mp4_uca_ccl01(232, 391)","(294, 361)",563
"GP010016_fast.mp4_uca_ccl01(232, 391)","(289, 363)",564
"GP010016_fast.mp4_uca_ccl01(232, 391)","(308, 370)",565
"GP010016_fast.mp4_uca_ccl01(232, 391)","(289, 363)",566
"GP010016_fast.mp4_uca_ccl01(232, 391)","(289, 363)",567
"GP010016_fast.mp4_uca_ccl01(232, 391)","(306, 365)",568
"GP010016_fast.mp4_uca_ccl01(232, 391)","(306, 366)",569
"GP010016_fast.mp4_uca_ccl01(232, 391)","(283, 361)",570
"GP010016_fast.mp4_uca_ccl01(232, 391)","(283, 361)",571
"GP010016_fast.mp4_uca_ccl01(232, 391)","(278, 360)",572
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 361)",573
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 340)",574
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 360)",575
"GP010016_fast.mp4_uca_ccl01(232, 391)","(273, 361)",576
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 369)",577
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 360)",578
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 361)",579
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 362)",580
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 364)",581
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 360)",582
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 363)",583
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 363)",584
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 362)",585
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 365)",586
"GP010016_fast.mp4_uca_ccl01(232, 391)","(245, 352)",587
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 350)",588
"GP010016_fast.mp4_uca_ccl01(232, 391)","(258, 357)",589
"GP010016_fast.mp4_uca_ccl01(232, 391)","(277, 371)",590
"GP010016_fast.mp4_uca_ccl01(232, 391)","(274, 368)",591
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 366)",592
"GP010016_fast.mp4_uca_ccl01(232, 391)","(249, 362)",593
"GP010016_fast.mp4_uca_ccl01(232, 391)","(248, 347)",594
"GP010016_fast.mp4_uca_ccl01(232, 391)","(253, 347)",595
"GP010016_fast.mp4_uca_ccl01(232, 391)","(248, 346)",596
"GP010016_fast.mp4_uca_ccl01(232, 391)","(262, 347)",597
"GP010016_fast.mp4_uca_ccl01(232, 391)","(261, 352)",598
"GP010016_fast.mp4_uca_ccl01(232, 391)","(261, 348)",599
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 362)",600
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 353)",601
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 356)",602
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 349)",603
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 355)",604
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 360)",605
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 360)",606
"GP010016_fast.mp4_uca_ccl01(232, 391)","(251, 352)",607
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 355)",608
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 352)",609
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 360)",610
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 360)",611
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 360)",612
"GP010016_fast.mp4_uca_ccl01(232, 391)","(263, 346)",613
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 360)",614
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 356)",615
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 356)",616
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 356)",617
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 357)",618
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 355)",619
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 356)",620
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 354)",621
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 357)",622
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 355)",623
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 354)",624
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 354)",625
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 355)",626
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 359)",627
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 355)",628
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 354)",629
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 355)",630
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 355)",631
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 359)",632
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 360)",633
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 359)",634
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 362)",635
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 361)",636
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 364)",637
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 364)",638
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 359)",639
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 360)",640
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 363)",641
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 361)",642
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 360)",643
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 359)",644
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 355)",645
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 357)",646
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 356)",647
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 356)",648
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 356)",649
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 359)",650
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 356)",651
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 355)",652
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 357)",653
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 360)",654
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 356)",655
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 355)",656
"GP010016_fast.mp4_uca_ccl01(232, 391)","(259, 355)",657
"GP010016_fast.mp4_uca_ccl01(232, 391)","(258, 357)",658
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 352)",659
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 357)",660
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 352)",661
"GP010016_fast.mp4_uca_ccl01(232, 391)","(236, 351)",662
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 355)",663
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 351)",664
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 355)",665
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 360)",666
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 353)",667
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 352)",668
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 355)",669
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 353)",670
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 356)",671
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 351)",672
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 353)",673
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 358)",674
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 358)",675
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 360)",676
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 358)",677
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 355)",678
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 358)",679
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 357)",680
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 364)",681
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 360)",682
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 363)",683
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 363)",684
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 367)",685
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 367)",686
"GP010016_fast.mp4_uca_ccl01(232, 391)","(238, 370)",687
"GP010016_fast.mp4_uca_ccl01(232, 391)","(239, 370)",688
"GP010016_fast.mp4_uca_ccl01(232, 391)","(238, 368)",689
"GP010016_fast.mp4_uca_ccl01(232, 391)","(238, 372)",690
"GP010016_fast.mp4_uca_ccl01(232, 391)","(237, 375)",691
"GP010016_fast.mp4_uca_ccl01(232, 391)","(238, 373)",692
"GP010016_fast.mp4_uca_ccl01(232, 391)","(239, 374)",693
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 374)",694
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 375)",695
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 379)",696
"GP010016_fast.mp4_uca_ccl01(232, 391)","(235, 382)",697
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 377)",698
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 377)",699
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 377)",700
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 378)",701
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 376)",702
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 375)",703
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 372)",704
"GP010016_fast.mp4_uca_ccl01(232, 391)","(225, 377)",705
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 378)",706
"GP010016_fast.mp4_uca_ccl01(232, 391)","(224, 379)",707
"GP010016_fast.mp4_uca_ccl01(232, 391)","(223, 380)",708
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 377)",709
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 376)",710
"GP010016_fast.mp4_uca_ccl01(232, 391)","(218, 377)",711
"GP010016_fast.mp4_uca_ccl01(232, 391)","(222, 378)",712
"GP010016_fast.mp4_uca_ccl01(232, 391)","(219, 374)",713
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 377)",714
"GP010016_fast.mp4_uca_ccl01(232, 391)","(209, 368)",715
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 378)",716
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 375)",717
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 374)",718
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 374)",719
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 371)",720
"GP010016_fast.mp4_uca_ccl01(232, 391)","(208, 367)",721
"GP010016_fast.mp4_uca_ccl01(232, 391)","(204, 371)",722
"GP010016_fast.mp4_uca_ccl01(232, 391)","(206, 368)",723
"GP010016_fast.mp4_uca_ccl01(232, 391)","(207, 369)",724
"GP010016_fast.mp4_uca_ccl01(232, 391)","(201, 368)",725
"GP010016_fast.mp4_uca_ccl01(232, 391)","(202, 368)",726
"GP010016_fast.mp4_uca_ccl01(232, 391)","(204, 375)",727
"GP010016_fast.mp4_uca_ccl01(232, 391)","(202, 367)",728
"GP010016_fast.mp4_uca_ccl01(232, 391)","(199, 370)",729
"GP010016_fast.mp4_uca_ccl01(232, 391)","(196, 372)",730
"GP010016_fast.mp4_uca_ccl01(232, 391)","(203, 366)",731
"GP010016_fast.mp4_uca_ccl01(232, 391)","(198, 374)",732
"GP010016_fast.mp4_uca_ccl01(232, 391)","(185, 363)",733
"GP010016_fast.mp4_uca_ccl01(232, 391)","(179, 361)",734
"GP010016_fast.mp4_uca_ccl01(232, 391)","(179, 364)",735
"GP010016_fast.mp4_uca_ccl01(232, 391)","(198, 369)",736
"GP010016_fast.mp4_uca_ccl01(232, 391)","(174, 364)",737
"GP010016_fast.mp4_uca_ccl01(232, 391)","(178, 381)",738
"GP010016_fast.mp4_uca_ccl01(232, 391)","(182, 367)",739
"GP010016_fast.mp4_uca_ccl01(232, 391)","(206, 372)",740
"GP010016_fast.mp4_uca_ccl01(232, 391)","(220, 368)",741
"GP010016_fast.mp4_uca_ccl01(232, 391)","(215, 367)",742
"GP010016_fast.mp4_uca_ccl01(232, 391)","(211, 367)",743
"GP010016_fast.mp4_uca_ccl01(232, 391)","(212, 368)",744
"GP010016_fast.mp4_uca_ccl01(232, 391)","(213, 367)",745
"GP010016_fast.mp4_uca_ccl01(232, 391)","(214, 367)",746
"GP010016_fast.mp4_uca_ccl01(232, 391)","(211, 368)",747
"GP010016_fast.mp4_uca_ccl01(232, 391)","(210, 368)",748
